name,lat,long,url,rating,comment,id_open_close_main,id_customer_main,id_option_main,id_review_main,zone,distance_rangsit,distance_khlong_rangsit,distance_lak_hok,distance_rmutt,distance_nbu,distance_bu,distance_tu,distance_rsu,weighted_rating,amazon,,
S.O.L.A.R Café,14.0697039,100.6013648,"https://www.google.com/maps/place/S.O.L.A.R+Caf%C3%A9/@14.0673117,100.6089526,13z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e27febe787cdd5:0x29a5fc8d630a1007!8m2!3d14.0697039!4d100.6013648!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgEEY2FmZeABAA!16s%2Fg%2F11fctfzytk?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.2,218,oc_59,ci_59,option_59,review_59,krongone,8.843104686,9.849549289,11.58141234,10.79016132,11.00903058,3.576369539,0.541366471,11.59266017,4.237808169,0,,
คลองหลวงคาเฟ่ Cafe & Restaurant,14.0647438,100.6342938,"https://www.google.com/maps/place/%E0%B8%84%E0%B8%A5%E0%B8%AD%E0%B8%87%E0%B8%AB%E0%B8%A5%E0%B8%A7%E0%B8%87%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88+Cafe+%26+Restaurant/@14.0673117,100.6089526,13z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x311d8127058f14b3:0xc8664e5e0d40a612!8m2!3d14.0647438!4d100.6342938!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11sgd13jpz?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.7,781,oc_60,ci_60,option_60,review_60,krongone,9.289949988,10.06982464,11.87996683,10.39755308,8.469189059,3.640469422,3.20287382,12.20317094,4.693065877,0,,
CO Coffee & Restaurant,14.0647584,100.6036798,"https://www.google.com/maps/place/CO+Coffee+%26+Restaurant/@14.0673117,100.6089526,13z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e27f5c0241f1b5:0xff468b14e1634d15!8m2!3d14.0647584!4d100.6036798!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgELY29mZmVlX3Nob3DgAQA!16s%2Fg%2F11smhflt97?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.5,8,oc_61,ci_61,option_61,review_61,krongone,8.319484288,9.312079575,11.05797772,10.21529101,10.43907508,2.974429973,0.861302687,11.09926936,4.509905944,0,,
Wisdom King Café,14.1161881,100.6247451,"https://www.google.com/maps/place/Wisdom+King+Caf%C3%A9/@14.0673117,100.6089526,13z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x311d81d144e509e1:0x90d89d600f1fc067!8m2!3d14.1161881!4d100.6247451!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgEEY2FmZeABAA!16s%2Fg%2F11hzpkm348?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.4,231,oc_62,ci_62,option_62,review_62,krongone,14.34909106,15.28085248,17.06912389,15.92191911,14.11437238,8.623103973,5.300794368,17.19280141,4.412936498,0,,
RaRyne Cafe,14.0758637,100.6018511,"https://www.google.com/maps/place/RaRyne+Cafe/@14.0673117,100.6089526,13z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e27fcfcb95081d:0x3309cda944d24b81!8m2!3d14.0758637!4d100.6018511!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgELY29mZmVlX3Nob3DgAQA!16s%2Fg%2F11vc34t5hx?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.7,19,oc_63,ci_63,option_63,review_63,krongone,9.530048567,10.53589429,12.26834365,11.46425348,11.48354391,4.210953542,0.570862471,12.27656468,4.585233181,0,,
SEE YOU CAFE,14.06912,100.5967799,"https://www.google.com/maps/place/SEE+YOU+CAFE/@14.06912,100.5205622,13z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e27fc1f9a82e7b:0x69becc423ebc887e!8m2!3d14.06912!4d100.5967799!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgEEY2FmZeABAA!16s%2Fg%2F11g6js7wg2?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.4,11,oc_64,ci_64,option_64,review_64,krongone,8.753384112,9.780633877,11.48611933,10.79810395,11.30755099,3.71782375,1.016830704,11.45333459,4.48235185,0,,
Nomwan,14.0663497,100.6077568,"https://www.google.com/maps/place/Nomwan/@14.06912,100.5205622,13z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e27fee2def4c93:0x49d4c9a7484058d!8m2!3d14.0663497!4d100.6077568!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgEEY2FmZeABAA!16s%2Fg%2F11hb4vt82y?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.3,42,oc_65,ci_65,option_65,review_65,krongone,8.555159595,9.525542923,11.28966313,10.35489719,10.26812714,3.033340901,0.697071559,11.36849629,4.38856147,0,,
ศุภ (SUPH.COFFEE),14.0683275,100.6030669,"https://www.google.com/maps/place/%E0%B8%A8%E0%B8%B8%E0%B8%A0+(SUPH.COFFEE)/@14.06912,100.5205622,13z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e287cbbd6f83ad:0xf12fdcc015b889f8!8m2!3d14.0683275!4d100.6030669!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgEEY2FmZeABAA!16s%2Fg%2F11rts1byqm?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.9,22,oc_66,ci_66,option_66,review_66,krongone,8.707039535,9.704512124,11.44576081,10.61694408,10.77182239,3.371552027,0.518266494,11.47543058,4.676469728,0,,
Hom Krun Coffee สาขาเอไอที,14.0785009,100.6137391,"https://www.google.com/maps/place/Hom+Krun+Coffee+%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B9%80%E0%B8%AD%E0%B9%84%E0%B8%AD%E0%B8%97%E0%B8%B5/@14.06912,100.5205622,13z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e27f8c0c127f8d:0x51bed40138dbd022!8m2!3d14.0785009!4d100.6137391!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgEEY2FmZeABAA!16s%2Fg%2F12qgp0km3?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.4,263,oc_67,ci_67,option_67,review_67,krongone,10.00148078,10.94915266,12.72820256,11.68639414,10.93231264,4.336727686,1.115778874,12.83760172,4.411523638,0,,
Ellie My Love Cafe มหาวิทยาลัยธรรมศาสตร์รังสิต,14.0766961,100.597519,"https://www.google.com/maps/place/Ellie+My+Love+Cafe+%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%A7%E0%B8%B4%E0%B8%97%E0%B8%A2%E0%B8%B2%E0%B8%A5%E0%B8%B1%E0%B8%A2%E0%B8%98%E0%B8%A3%E0%B8%A3%E0%B8%A1%E0%B8%A8%E0%B8%B2%E0%B8%AA%E0%B8%95%E0%B8%A3%E0%B9%8C%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95/@14.06912,100.5205622,13z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e27f001b6e93a1:0x337f70fb916df28d!8m2!3d14.0766961!4d100.597519!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgELY29mZmVlX3Nob3DgAQA!16s%2Fg%2F11y287h_zx?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",5,11,oc_68,ci_68,option_68,review_68,krongone,9.597573804,10.62198526,12.33116181,11.61708945,11.86194077,4.450844792,1.003835198,12.29897318,4.64332746,0,,
FUZEI,14.0747257,100.6000694,"https://www.google.com/maps/place/FUZEI/@14.06912,100.5205622,13z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e27fd1d6cec861:0x56605780d6495390!8m2!3d14.0747257!4d100.6000694!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgELY29mZmVlX3Nob3DgAQA!16s%2Fg%2F11v5bs8w_r?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.8,13,oc_69,ci_69,option_69,review_69,krongone,9.390673574,10.40420567,12.12774616,11.36172452,11.51509848,4.149165844,0.659055966,12.12086307,4.599451764,0,,
Poon-Poon cafe,14.066351,100.6058903,"https://www.google.com/maps/place/Poon-Poon+cafe/@14.06912,100.5205622,13z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e27fee539668bf:0x1cff1aa35dd0b449!8m2!3d14.066351!4d100.6058903!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgEEY2FmZeABAA!16s%2Fg%2F12qg_9kmz?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.4,19,oc_70,ci_70,option_70,review_70,krongone,8.525143413,9.506308061,11.26217031,10.3693914,10.40357965,3.075899515,0.6587155,11.32271598,4.46890665,0,,
พีเพิล ฮอส People Haus,14.0716399,100.6123468,"https://www.google.com/maps/place/%E0%B8%9E%E0%B8%B5%E0%B9%80%E0%B8%9E%E0%B8%B4%E0%B8%A5+%E0%B8%AE%E0%B8%AD%E0%B8%AA+People+Haus/@14.06912,100.5205622,13z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e27f4b7aeb298d:0xf80790df39b96564!8m2!3d14.0716399!4d100.6123468!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgEEY2FmZeABAA!16s%2Fg%2F11sg2hlg4n?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.6,63,oc_71,ci_71,option_71,review_71,krongone,9.223971028,10.17234086,11.95072548,10.92441279,10.40416979,3.57292838,0.72778441,12.06198706,4.571789525,0,,
CURVE CAF',14.0617019,100.6088568,"https://www.google.com/maps/place/CURVE+CAF'/@14.06912,100.5205622,13z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e27f1340b26087:0xace2e61cde96757e!8m2!3d14.0617019!4d100.6088568!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgELY29mZmVlX3Nob3DgAQA!16s%2Fg%2F11rfc9qtm1?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.8,88,oc_72,ci_72,option_72,review_72,krongone,8.066746654,9.026007036,10.7974388,9.832138587,9.807250801,2.503755128,1.225520974,10.89699352,4.726918863,0,,
Delight Cafe+Bakery,14.0656881,100.61361,"https://www.google.com/maps/place/Delight+Cafe%2BBakery/@14.06912,100.5205622,13z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e27ff0d70ec569:0x24f9c389ec3cc2da!8m2!3d14.0656881!4d100.61361!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgELY29mZmVlX3Nob3DgAQA!16s%2Fg%2F1ptxy0nsk?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",3.7,7,oc_73,ci_73,option_73,review_73,krongone,8.607854648,9.540980626,11.32691414,10.26167328,9.801334792,2.912142663,1.12974414,11.46370139,4.35882232,0,,
คุ้มเศรษฐี ธรรมศาสตร์รังสิต,14.0730788,100.6024564,"https://www.google.com/maps/place/%E0%B8%84%E0%B8%B8%E0%B9%89%E0%B8%A1%E0%B9%80%E0%B8%A8%E0%B8%A3%E0%B8%A9%E0%B8%90%E0%B8%B5+%E0%B8%98%E0%B8%A3%E0%B8%A3%E0%B8%A1%E0%B8%A8%E0%B8%B2%E0%B8%AA%E0%B8%95%E0%B8%A3%E0%B9%8C%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95/@14.06912,100.5205622,13z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e27f0fbe22116f:0xdfd4dc1dffad96d7!8m2!3d14.0730788!4d100.6024564!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgELY29mZmVlX3Nob3DgAQA!16s%2Fg%2F11pcs4xgx6?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.4,13,oc_74,ci_74,option_74,review_74,krongone,9.226844003,10.22906462,11.96545506,11.14928776,11.20717929,3.895473016,0.353978766,11.98272267,4.478521532,0,,
Baan Corgi,14.0663302,100.6093926,"https://www.google.com/maps/place/Baan+Corgi/@14.06912,100.5205622,13z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e27f9fc889facf:0x24957cb385be3d73!8m2!3d14.0663302!4d100.6093926!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgELY29mZmVlX3Nob3DgAQA!16s%2Fg%2F11j_14n5tk?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",5,1,oc_75,ci_75,option_75,review_75,krongone,8.583255587,9.543835939,11.31463454,10.34336132,10.14967587,3.004624907,0.775129963,11.40941293,4.528271802,0,,
โทกิ คาเฟ่ - คอฟฟี่ แอนด์ เบเกอรี่,14.0661521,100.6122041,"https://www.google.com/maps/place/%E0%B9%82%E0%B8%97%E0%B8%81%E0%B8%B4+%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88+-+%E0%B8%84%E0%B8%AD%E0%B8%9F%E0%B8%9F%E0%B8%B5%E0%B9%88+%E0%B9%81%E0%B8%AD%E0%B8%99%E0%B8%94%E0%B9%8C+%E0%B9%80%E0%B8%9A%E0%B9%80%E0%B8%81%E0%B8%AD%E0%B8%A3%E0%B8%B5%E0%B9%88/@14.06912,100.5205622,13z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x311d81c8afd68353:0xa045158632639bd1!8m2!3d14.0661521!4d100.6122041!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgELY29mZmVlX3Nob3DgAQA!16s%2Fg%2F11v5t0r5ps?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.9,37,oc_76,ci_76,option_76,review_76,krongone,8.6240585,9.566912504,11.34803922,10.31447582,9.937761422,2.963065989,0.982567037,11.47028242,4.726513819,0,,
ร้าน GTK Coffee,14.0674037,100.6047624,"https://www.google.com/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99+GTK+Coffee/@14.06912,100.5205622,13z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e27fbf6a132125:0x1daee01c95d3db54!8m2!3d14.0674037!4d100.6047624!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgEEY2FmZeABAA!16s%2Fg%2F11rqyw80pt?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.7,3,oc_77,ci_77,option_77,review_77,krongone,8.625337685,9.613394684,11.36343286,10.49650478,10.57210433,3.220163128,0.549106064,11.41110255,4.529588662,0,,
Klin Cafe & Restaurant,14.0767425,100.6253428,"https://www.google.com/maps/place/Klin+Cafe+%26+Restaurant/@14.06912,100.5205622,13z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x311d811866d59ead:0xade21c284a970e8e!8m2!3d14.0767425!4d100.6253428!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgEEY2FmZeABAA!16s%2Fg%2F11nym8vpn7?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4,1,oc_79,ci_79,option_79,review_79,krongone,10.14271752,11.01896597,12.8241529,11.55967835,10.10321639,4.355795973,2.183510127,13.03483717,4.496013737,0,,
Aunt's Coffee,14.0659967,100.6090918,"https://www.google.com/maps/place/Aunt's+Coffee/@14.06912,100.5205622,13z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e27f6b3c25834f:0x4509b569022c0f8f!8m2!3d14.0659967!4d100.6090918!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgELY29mZmVlX3Nob3DgAQA!16s%2Fg%2F11vj8_9wz9?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",5,4,oc_80,ci_80,option_80,review_80,krongone,8.54094031,9.503027043,11.27283325,10.30781825,10.14317231,2.97200222,0.791142573,11.3653917,4.569894878,0,,
ตองหนึ่ง คาเฟ่ / 111 CAFE,14.0194546,100.6167974,"https://www.google.com/maps/place/%E0%B8%95%E0%B8%AD%E0%B8%87%E0%B8%AB%E0%B8%99%E0%B8%B6%E0%B9%88%E0%B8%87+%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88+%2F+111+CAFE/@14.06912,100.5205622,13z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e27f663e828bb9:0xc1c331cb31d3d2d4!8m2!3d14.0194546!4d100.6167974!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11wg1b0_j0?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",5,3,oc_81,ci_81,option_81,review_81,krongone,3.996481302,4.699692333,6.506682209,5.131849452,6.358050065,2.271661046,5.995032755,6.887013023,4.55686139,0,,
26 Sep Interior Cafe,14.0688125,100.6024375,"https://www.google.com/maps/place/26+Sep+Interior+Cafe/@14.06912,100.5205622,13z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e27fe94b7b5675:0x8fafb00cd18e02a3!8m2!3d14.0688125!4d100.6024375!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgEEY2FmZeABAA!16s%2Fg%2F11f3m7svky?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.2,5,oc_82,ci_82,option_82,review_82,krongone,8.754186256,9.755050757,11.4928762,10.67805269,10.8575827,3.444255256,0.516120008,11.51572119,4.467897882,0,,
Café Amazon สาขา ปตท.ธรรมศาสตร์ ศูนย์รังสิต (CC4204),14.0669247,100.6062666,"https://www.google.com/maps/place/Caf%C3%A9+Amazon+%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2+%E0%B8%9B%E0%B8%95%E0%B8%97.%E0%B8%98%E0%B8%A3%E0%B8%A3%E0%B8%A1%E0%B8%A8%E0%B8%B2%E0%B8%AA%E0%B8%95%E0%B8%A3%E0%B9%8C+%E0%B8%A8%E0%B8%B9%E0%B8%99%E0%B8%A2%E0%B9%8C%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95+(CC4204)/@14.06912,100.5205622,13z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e27f0688c996e9:0x5f865ca1c433df5b!8m2!3d14.0669247!4d100.6062666!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgEEY2FmZeABAA!16s%2Fg%2F11syzxccl2?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.6,16,oc_83,ci_83,option_83,review_83,krongone,8.593992283,9.573410435,11.33069491,10.42978929,10.42325001,3.128455952,0.598273625,11.39389497,4.542965779,1,,
Mongni Cafe Thammasat,14.0659631,100.6092189,"https://www.google.com/maps/place/Mongni+Cafe+Thammasat/@14.06912,100.5205622,13z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e27f512e5e45dd:0xf7c96dfb1e76f5c5!8m2!3d14.0659631!4d100.6092189!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgEEY2FmZeABAA!16s%2Fg%2F11jgxvzrx0?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.6,15,oc_84,ci_84,option_84,review_84,krongone,8.539722195,9.501003743,11.27133356,10.30343845,10.1313108,2.966488671,0.800972275,11.36519914,4.541698352,0,,
