name,lat,long,url,rating,comment,id_open_close_main,id_customer_main,id_option_main,id_review_main,zone,distance_rangsit,distance_khlong_rangsit,distance_lak_hok,distance_rmutt,distance_nbu,distance_bu,distance_tu,distance_rsu,weighted_rating,amazon,,
Café Amazon รังสิต-นครนายก 60,13.9930891,100.6580063,"https://www.google.com/maps/place/Caf%C3%A9+Amazon%E2%80%8B+%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95-%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%99%E0%B8%B2%E0%B8%A2%E0%B8%81%E2%80%8B+60/@14.0120716,100.6313146,13z/data=!4m11!1m3!2m2!1z4Lij4Lix4LiH4Liq4Li04LiVIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x311d7fefbeee65cd:0xee97a0d47da98471!8m2!3d13.9930891!4d100.6580063!15sCiLguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIWiQiIuC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQRjYWZl4AEA!16s%2Fg%2F11j91g5zkg?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.5,53,oc_139,ci_139,option_139,review_139,rungsit,6.808241025,6.573388273,7.68942074,5.261075605,1.509517555,7.102200736,10.46149509,8.613297556,4.504535251,1,,
Noey-Hom Cafe,13.9842345,100.6524463,"https://www.google.com/maps/place/Noey-Hom+Cafe/@14.0120716,100.6313146,13z/data=!4m11!1m3!2m2!1z4Lij4Lix4LiH4Liq4Li04LiVIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x311d7fe4c730b507:0x3236090445bf52c6!8m2!3d13.9842345!4d100.6524463!15sCiLguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIWiQiIuC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQtjb2ZmZWVfc2hvcOABAA!16s%2Fg%2F11t7bwsq0c?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",5,5,oc_140,ci_140,option_140,review_140,rungsit,6.239986133,5.848586719,6.784002551,4.354103733,2.508471126,7.488895805,11.01511544,7.751032392,4.582183596,0,,
Nescafé Street Café The ForRest Phaholyothin Rangsit,14.0429265,100.6157468,"https://www.google.com/maps/place/Nescaf%C3%A9+Street+Caf%C3%A9+The+ForRest+Phaholyothin+Rangsit/@14.0120716,100.6313146,13z/data=!4m11!1m3!2m2!1z4Lij4Lix4LiH4Liq4Li04LiVIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e281a2cbefa1b9:0xf8fe210941e5bbda!8m2!3d14.0429265!4d100.6157468!15sCiLguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIWiQiIuC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQtjb2ZmZWVfc2hvcOABAA!16s%2Fg%2F11khrkc0q4?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4,10,oc_142,ci_142,option_142,review_142,krongone,6.254232364,7.118936273,8.924493659,7.733944461,7.829500152,0.496002277,3.440439585,9.157754766,4.384410646,0,,
SAY YES beverage and basic,13.9860328,100.6400828,"https://www.google.com/maps/place/SAY+YES+beverage+and+basic/@14.0120716,100.6313146,13z/data=!4m11!1m3!2m2!1z4Lij4Lix4LiH4Liq4Li04LiVIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x311d7f43ace44e3d:0x57776f77c3ca2310!8m2!3d13.9860328!4d100.6400828!15sCiLguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIWiQiIuC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQRjYWZl4AEA!16s%2Fg%2F11q1g9cbpp?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.8,10,oc_143,ci_143,option_143,review_143,rungsit,4.892332048,4.536921316,5.602905817,3.177365887,3.59534073,6.635583625,10.28418903,6.528743259,4.584410646,0,,
Café Amazon สาขา โลตัส รังสิต (SD827),13.9937176,100.6131125,"https://www.google.com/maps/place/Caf%C3%A9+Amazon+%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2+%E0%B9%82%E0%B8%A5%E0%B8%95%E0%B8%B1%E0%B8%AA+%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95+(SD827)/@14.0120716,100.6313146,13z/data=!4m11!1m3!2m2!1z4Lij4Lix4LiH4Liq4Li04LiVIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e281310208b1a3:0x783ea1418a98b002!8m2!3d13.9937176!4d100.6131125!15sCiLguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIWiQiIuC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQRjYWZl4AEA!16s%2Fg%2F11gs681qz1?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.1,39,oc_144,ci_144,option_144,review_144,rungsit,1.991965857,2.118491489,3.810439266,2.259702317,6.284465036,5.092086515,8.771808788,4.414602029,4.279368491,1,,
Bunny Shake Cafe รังสิต The Forrest พหลโยธิน,14.0426551,100.614931,"https://www.google.com/maps/place/Bunny+Shake+Cafe+%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95+The+Forrest+%E0%B8%9E%E0%B8%AB%E0%B8%A5%E0%B9%82%E0%B8%A2%E0%B8%98%E0%B8%B4%E0%B8%99/@14.0120716,100.6313146,13z/data=!4m11!1m3!2m2!1z4Lij4Lix4LiH4Liq4Li04LiVIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e2814feccfeac9:0xac2c7cd7f1f6238e!8m2!3d14.0426551!4d100.614931!15sCiLguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIWiQiIuC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSARpqYXBhbmVzZV9zd2VldHNfcmVzdGF1cmFudOABAA!16s%2Fg%2F11v5f13tcj?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.7,41,oc_145,ci_145,option_145,review_145,krongone,6.194922067,7.067021452,8.871101601,7.701719614,7.877731471,0.419052334,3.442407581,9.096080766,4.62079473,0,,
คิดถึงเสมอ,13.976907,100.626465,"https://www.google.com/maps/place/%E0%B8%84%E0%B8%B4%E0%B8%94%E0%B8%96%E0%B8%B6%E0%B8%87%E0%B9%80%E0%B8%AA%E0%B8%A1%E0%B8%AD/@14.0120716,100.6313146,13z/data=!4m11!1m3!2m2!1z4Lij4Lix4LiH4Liq4Li04LiVIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x311d7e193ea621b5:0x4b5eb2dce18df3a2!8m2!3d13.976907!4d100.626465!15sCiLguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIWiQiIuC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSARFmYW1pbHlfcmVzdGF1cmFudOABAA!16s%2Fg%2F11bzrflx2l?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.5,44,oc_146,ci_146,option_146,review_146,rungsit,3.715977616,3.072190108,3.865846224,1.434715818,5.346554334,7.115859002,10.83944413,4.834201788,4.505086836,0,,
PIS. TA car/fe/in,13.9805047,100.6325112,"https://www.google.com/maps/place/PIS.+TA+car%2Ffe%2Fin/@14.0120716,100.6313146,13z/data=!4m11!1m3!2m2!1z4Lij4Lix4LiH4Liq4Li04LiVIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x311d7e17c0a98b89:0x86c68a94dc37829c!8m2!3d13.9805047!4d100.6325112!15sCiLguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIWiQiIuC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQRjYWZl4AEA!16s%2Fg%2F11cr_x3fcr?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.1,32,oc_147,ci_147,option_147,review_147,rungsit,4.19836911,3.688453788,4.614535288,2.181158174,4.586340191,6.897547091,10.60787252,5.565741465,4.299619772,0,,
ฐานทัพลับ Co-Working&Café,13.9679533,100.6105209,"https://www.google.com/maps/place/%E0%B8%90%E0%B8%B2%E0%B8%99%E0%B8%97%E0%B8%B1%E0%B8%9E%E0%B8%A5%E0%B8%B1%E0%B8%9A+Co-Working%26Caf%C3%A9/@14.0120716,100.6313146,13z/data=!4m11!1m3!2m2!1z4Lij4Lix4LiH4Liq4Li04LiVIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e281f87bcef399:0x611450523605362f!8m2!3d13.9679533!4d100.6105209!15sCiLguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIWiQiIuC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQ9jb3dvcmtpbmdfc3BhY2WaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTTFkR1pMUVVoM0VBReABAPoBBAgAECQ!16s%2Fg%2F11rfljbgny?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.9,40,oc_148,ci_148,option_148,review_148,rungsit,3.009508462,1.972346906,1.960084818,0.69465314,7.329544128,7.960595139,11.61145157,2.98870808,4.733948941,0,,
Café Amazon สาขา ตลาดรังสิต (SD3351),13.9870632,100.6127252,"https://www.google.com/maps/place/Caf%C3%A9+Amazon+%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2+%E0%B8%95%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95+(SD3351)/@14.0120716,100.6313146,13z/data=!4m11!1m3!2m2!1z4Lij4Lix4LiH4Liq4Li04LiVIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e281fe53c3cb4f:0xfd7c1a317b099a7b!8m2!3d13.9870632!4d100.6127252!15sCiLguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIWiQiIuC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQRjYWZl4AEA!16s%2Fg%2F11j97p5b_s?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.3,33,oc_150,ci_150,option_150,review_150,rungsit,1.952128001,1.685201955,3.210365098,1.522375614,6.418469927,5.831908122,9.505395655,3.920500217,4.401213109,1,,
DRUNKER BUNKER street coffee,13.9878308,100.6352959,"https://www.google.com/maps/place/DRUNKER+BUNKER+street+coffee/@14.0120716,100.6313146,13z/data=!4m11!1m3!2m2!1z4Lij4Lix4LiH4Liq4Li04LiVIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x311d7f97c99f3dd5:0xec36405888a33d4a!8m2!3d13.9878308!4d100.6352959!15sCiLguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIWiQiIuC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQtjb2ZmZWVfc2hvcOABAA!16s%2Fg%2F11pdg07sq8?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.8,9,oc_151,ci_151,option_151,review_151,rungsit,4.360955993,4.056228532,5.223758,2.831897798,4.024030052,6.238469221,9.919588811,6.115240036,4.578882714,0,,
Café Amazon สาขา เมเจอร์ ซีนีเพล็กซ์ รังสิต (SD1405),13.9869506,100.6162701,"https://www.google.com/maps/place/Caf%C3%A9+Amazon+%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2+%E0%B9%80%E0%B8%A1%E0%B9%80%E0%B8%88%E0%B8%AD%E0%B8%A3%E0%B9%8C+%E0%B8%8B%E0%B8%B5%E0%B8%99%E0%B8%B5%E0%B9%80%E0%B8%9E%E0%B8%A5%E0%B9%87%E0%B8%81%E0%B8%8B%E0%B9%8C+%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95+(SD1405)/@14.0120716,100.6313146,13z/data=!4m11!1m3!2m2!1z4Lij4Lix4LiH4Liq4Li04LiVIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e281dedd77929f:0x94a24fb928b28f7!8m2!3d13.9869506!4d100.6162701!15sCiLguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIWiQiIuC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQRjYWZl4AEA!16s%2Fg%2F11bwg3cjtv?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.6,11,oc_152,ci_152,option_152,review_152,rungsit,2.330749271,2.039068151,3.473507898,1.532380291,6.045158826,5.85647402,9.55623232,4.234123373,4.536010387,1,,
ข้าวคำน้ำคำ,13.993009,100.6642379,"https://www.google.com/maps/place/%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%84%E0%B8%B3%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%84%E0%B8%B3/@14.0120716,100.6313146,13z/data=!4m11!1m3!2m2!1z4Lij4Lix4LiH4Liq4Li04LiVIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x311d7f8868e5f99d:0x36779423904874e0!8m2!3d13.993009!4d100.6642379!15sCiLguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIWiQiIuC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQRjYWZl4AEA!16s%2Fg%2F11j1fh7jm9?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.5,97,oc_154,ci_154,option_154,review_154,rungsit,7.479676337,7.231611348,8.30866837,5.875849375,0.90639812,7.585801685,10.84657847,9.246424832,4.502963983,0,,
Nuuk Coffee,13.9860914,100.637834,"https://www.google.com/maps/place/Nuuk+Coffee/@14.0120716,100.6313146,13z/data=!4m11!1m3!2m2!1z4Lij4Lix4LiH4Liq4Li04LiVIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x311d7e3eb4199317:0x4a72bcdb54f1a22f!8m2!3d13.9860914!4d100.637834!15sCiLguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIWiQiIuC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQRjYWZl4AEA!16s%2Fg%2F11dz2fx_5g?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",5,4,oc_155,ci_155,option_155,review_155,rungsit,4.650283981,4.296924079,5.384033375,2.964743554,3.820910717,6.525611042,10.19289804,6.301860722,4.569894878,0,,
Café Amazon สาขา Market Place รังสิต คลองหนึ่ง,13.9864778,100.6319359,"https://www.google.com/maps/place/Caf%C3%A9+Amazon%E2%80%8B+%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E2%80%8B+Market+Place%E2%80%8B+%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95%E2%80%8B+%E0%B8%84%E0%B8%A5%E0%B8%AD%E0%B8%87%E0%B8%AB%E0%B8%99%E0%B8%B6%E0%B9%88%E0%B8%87/@14.0050578,100.5502901,13z/data=!4m11!1m3!2m2!1z4Lij4Lix4LiH4Liq4Li04LiVIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x311d7f9863164ae7:0xa803b0b646fbfe27!8m2!3d13.9864778!4d100.6319359!15sCiLguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIWiQiIuC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQRjYWZl4AEA!16s%2Fg%2F11fk41_mht?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.2,12,oc_157,ci_157,option_157,review_157,rungsit,4.012926406,3.673239662,4.833041001,2.449267625,4.413892148,6.248304777,9.952761961,5.722730812,4.423248235,1,,
Vista Café - ฟิวเจอร์พาร์ค รังสิต,13.9896714,100.616599,"https://www.google.com/maps/place/Vista+Caf%C3%A9+-+%E0%B8%9F%E0%B8%B4%E0%B8%A7%E0%B9%80%E0%B8%88%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%9E%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%84+%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95/@14.0050578,100.5502901,13z/data=!4m11!1m3!2m2!1z4Lij4Lix4LiH4Liq4Li04LiVIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x311d7e27fb39013d:0x45ee1f4be994b54f!8m2!3d13.9896714!4d100.616599!15sCiLguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIWiQiIuC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQtjb2ZmZWVfc2hvcOABAA!16s%2Fg%2F11fzf6ccfy?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.6,8,oc_158,ci_158,option_158,review_158,rungsit,2.335577426,2.185538724,3.708909371,1.836415824,5.958480162,5.557102037,9.260420066,4.429236232,4.530958575,0,,
บริษัท ช่อลดา คอฟฟี่ จำกัด,13.9935296,100.6614293,"https://www.google.com/maps/place/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%A9%E0%B8%B1%E0%B8%97+%E0%B8%8A%E0%B9%88%E0%B8%AD%E0%B8%A5%E0%B8%94%E0%B8%B2+%E0%B8%84%E0%B8%AD%E0%B8%9F%E0%B8%9F%E0%B8%B5%E0%B9%88+%E0%B8%88%E0%B8%B3%E0%B8%81%E0%B8%B1%E0%B8%94/@14.0050578,100.5502901,13z/data=!4m11!1m3!2m2!1z4Lij4Lix4LiH4Liq4Li04LiVIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x311d7e570bc213d9:0xdb2eef87b0b6ee0!8m2!3d13.9935296!4d100.6614293!15sCiLguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIWiQiIuC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQRjYWZl4AEA!16s%2Fg%2F11f37jhm3c?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.3,65,oc_159,ci_159,option_159,review_159,rungsit,7.179422002,6.945060193,8.048908527,5.618364188,1.146937626,7.326473102,10.62505573,8.977905754,4.367120272,0,,
Shanny Cafe Crochet,13.9941479,100.6336434,"https://www.google.com/maps/place/Shanny+Cafe+Crochet/@14.0050578,100.5502901,13z/data=!4m11!1m3!2m2!1z4Lij4Lix4LiH4Liq4Li04LiVIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x311d7e308f3485e5:0x50ac9af1151fcaf7!8m2!3d13.9941479!4d100.6336434!15sCiLguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIWiQiIuC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQRjYWZl4AEA!16s%2Fg%2F11b8z9l00b?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",5,1,oc_161,ci_161,option_161,review_161,rungsit,4.193645684,4.073761297,5.439619437,3.156955532,4.072392699,5.523104199,9.197373769,6.257366825,4.528271802,0,,
อุ่นน่านคาเฟ่ ม.ธรรมศาสตร์รังสิต,14.0763542,100.59549,"https://www.google.com/maps/place/%E0%B8%AD%E0%B8%B8%E0%B9%88%E0%B8%99%E0%B8%99%E0%B9%88%E0%B8%B2%E0%B8%99%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88+%E0%B8%A1.%E0%B8%98%E0%B8%A3%E0%B8%A3%E0%B8%A1%E0%B8%A8%E0%B8%B2%E0%B8%AA%E0%B8%95%E0%B8%A3%E0%B9%8C%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95/@14.0050578,100.5502901,13z/data=!4m11!1m3!2m2!1z4Lij4Lix4LiH4Liq4Li04LiVIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e27f4b610d00e3:0x168927f539c4079f!8m2!3d14.0763542!4d100.59549!15sCiLguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIWiQiIuC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQtjb2ZmZWVfc2hvcOABAA!16s%2Fg%2F11pq8h66x1?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4,4,oc_162,ci_162,option_162,review_162,krongone,9.555771821,10.58805095,12.28544646,11.6144529,11.9819214,4.501773803,1.184280839,12.23492969,4.452247819,0,,
Café Amazon สาขาปตท.จิฟฟี่ ปทุมธานี - ธรรมศาสตร์ (รังสิต),14.0732651,100.6188112,"https://www.google.com/maps/place/Caf%C3%A9+Amazon+%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B8%9B%E0%B8%95%E0%B8%97.%E0%B8%88%E0%B8%B4%E0%B8%9F%E0%B8%9F%E0%B8%B5%E0%B9%88+%E0%B8%9B%E0%B8%97%E0%B8%B8%E0%B8%A1%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5+-+%E0%B8%98%E0%B8%A3%E0%B8%A3%E0%B8%A1%E0%B8%A8%E0%B8%B2%E0%B8%AA%E0%B8%95%E0%B8%A3%E0%B9%8C+(%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95)/@14.0050578,100.5502901,13z/data=!4m11!1m3!2m2!1z4Lij4Lix4LiH4Liq4Li04LiVIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e27ff545ab6643:0xdc4cdac10f0e005f!8m2!3d14.0732651!4d100.6188112!15sCiLguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIWiQiIuC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQRjYWZl4AEA!16s%2Fg%2F11c5zq7mlq?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.3,209,oc_163,ci_163,option_163,review_163,krongone,9.564509222,10.47566705,12.2710103,11.1180476,10.14322787,3.809107742,1.425945143,12.43604969,4.326679606,1,,
บจก. เอ็น แอล คอฟฟี่ เทรดดิ้ง (รังสิต) NL COFFEE,13.98948,100.6101957,"https://www.google.com/maps/place/%E0%B8%9A%E0%B8%88%E0%B8%81.+%E0%B9%80%E0%B8%AD%E0%B9%87%E0%B8%99+%E0%B9%81%E0%B8%AD%E0%B8%A5+%E0%B8%84%E0%B8%AD%E0%B8%9F%E0%B8%9F%E0%B8%B5%E0%B9%88+%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%94%E0%B8%94%E0%B8%B4%E0%B9%89%E0%B8%87+(%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95)+NL+COFFEE/@14.0050578,100.5502901,13z/data=!4m11!1m3!2m2!1z4Lij4Lix4LiH4Liq4Li04LiVIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e281db6f2cf73b:0xecec8c083682ad8b!8m2!3d13.98948!4d100.6101957!15sCiLguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIWiQiIuC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQtjb2ZmZWVfc2hvcOABAA!16s%2Fg%2F11fhrdfcqz?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.5,55,oc_164,ci_164,option_164,review_164,rungsit,1.64651577,1.578287368,3.244218185,1.826555409,6.645499718,5.570202275,9.218959986,3.867195278,4.504428539,0,,
Owlvee Soft | Future Park Rangsit,13.9896054,100.6168458,"https://www.google.com/maps/place/Owlvee+Soft+%7C+Future+Park+Rangsit/@14.0050578,100.5502901,13z/data=!4m11!1m3!2m2!1z4Lij4Lix4LiH4Liq4Li04LiVIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e281d8df873f69:0xae552b312af54ed9!8m2!3d13.9896054!4d100.6168458!15sCiLguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIWiQiIuC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQRjYWZl4AEA!16s%2Fg%2F11clytqr91?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4,12,oc_166,ci_166,option_166,review_166,rungsit,2.36245957,2.206452594,3.722445984,1.833977964,5.933227791,5.566450684,9.271135707,4.44701239,4.366105378,0,,
ดอยมูเซอคอฟฟี่@ตลาดรังสิต,13.9866706,100.6132608,"https://www.google.com/maps/place/%E0%B8%94%E0%B8%AD%E0%B8%A2%E0%B8%A1%E0%B8%B9%E0%B9%80%E0%B8%8B%E0%B8%AD%E0%B8%84%E0%B8%AD%E0%B8%9F%E0%B8%9F%E0%B8%B5%E0%B9%88@%E0%B8%95%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95/@14.0050578,100.5502901,13z/data=!4m11!1m3!2m2!1z4Lij4Lix4LiH4Liq4Li04LiVIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e2814e04aeca27:0x27a607e58b3dac81!8m2!3d13.9866706!4d100.6132608!15sCiLguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIWiQiIuC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQRjYWZl4AEA!16s%2Fg%2F11h332vl50?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",5,1,oc_168,ci_168,option_168,review_168,rungsit,2.017448736,1.722628082,3.218511513,1.475969816,6.369786859,5.87577898,9.553714546,3.943806702,4.528271802,0,,
Coffee World - Future Rangsit Triangle 1st Fl,13.9875198,100.6180697,"https://www.google.com/maps/place/Coffee+World+-+Future+Rangsit+Triangle+1st+Fl/@14.0050578,100.5502901,13z/data=!4m11!1m3!2m2!1z4Lij4Lix4LiH4Liq4Li04LiVIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e281de3663e2b7:0xa2b636be319ea47f!8m2!3d13.9875198!4d100.6180697!15sCiLguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIWiQiIuC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQtjb2ZmZWVfc2hvcOABAA!16s%2Fg%2F1yfh_kq4v?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.4,19,oc_170,ci_170,option_170,review_170,rungsit,2.51354893,2.243293865,3.66061808,1.64000366,5.842427188,5.80912874,9.51882388,4.432947911,4.46890665,0,,
