id_open_close_main,day_open_close,open,close
oc_53,วันศุกร์,8.0,18.0
oc_53,วันเสาร์,8.0,19.0
oc_53,วันอาทิตย์,8.0,19.0
oc_53,วันจันทร์,8.0,18.0
oc_53,วันอังคาร,8.0,18.0
oc_53,วันพุธ,8.0,18.0
oc_53,วันพฤหัสบดี,8.0,18.0
oc_54,วันศุกร์,9.0,19.0
oc_54,วันเสาร์,9.0,19.0
oc_54,วันอาทิตย์,9.0,19.0
oc_54,วันจันทร์,9.0,19.0
oc_54,วันอังคาร,9.0,19.0
oc_54,วันพุธ,0.0,0.0
oc_54,วันพฤหัสบดี,9.0,19.0
oc_55,วันศุกร์,9.0,18.3
oc_55,วันเสาร์,9.0,18.3
oc_55,วันอาทิตย์,9.0,18.3
oc_55,วันจันทร์,9.0,18.3
oc_55,วันอังคาร,9.0,18.3
oc_55,วันพุธ,9.0,18.3
oc_55,วันพฤหัสบดี,9.0,18.3
oc_56,วันศุกร์,9.0,18.0
oc_56,วันเสาร์,9.0,18.0
oc_56,วันอาทิตย์,9.0,18.0
oc_56,วันจันทร์,9.0,18.0
oc_56,วันอังคาร,9.0,18.0
oc_56,วันพุธ,9.0,18.0
oc_56,วันพฤหัสบดี,9.0,18.0
oc_57,วันศุกร์,8.3,16.0
oc_57,วันเสาร์,9.3,16.0
oc_57,วันอาทิตย์,9.3,16.0
oc_57,วันจันทร์,9.3,16.0
oc_57,วันอังคาร,8.3,16.0
oc_57,วันพุธ,8.3,16.0
oc_57,วันพฤหัสบดี,8.3,16.0
oc_58,วันศุกร์,10.3,17.3
oc_58,วันเสาร์,10.3,17.3
oc_58,วันอาทิตย์,10.3,17.3
oc_58,วันจันทร์,0.0,0.0
oc_58,วันอังคาร,10.3,17.3
oc_58,วันพุธ,10.3,17.3
oc_58,วันพฤหัสบดี,10.3,17.3
oc_59,วันศุกร์,8.3,17.3
oc_59,วันเสาร์,8.3,17.3
oc_59,วันอาทิตย์,8.3,18.0
oc_59,วันจันทร์,8.3,17.3
oc_59,วันอังคาร,8.3,17.3
oc_59,วันพุธ,8.3,17.3
oc_59,วันพฤหัสบดี,8.3,17.3
oc_60,วันศุกร์,8.0,23.0
oc_60,วันเสาร์,8.0,23.0
oc_60,วันอาทิตย์,8.0,23.0
oc_60,วันจันทร์,8.0,23.0
oc_60,วันอังคาร,8.0,23.0
oc_60,วันพุธ,8.0,23.0
oc_60,วันพฤหัสบดี,8.0,23.0
oc_61,วันศุกร์,9.0,21.0
oc_61,วันเสาร์,9.0,21.0
oc_61,วันอาทิตย์,9.0,21.0
oc_61,วันจันทร์,0.0,0.0
oc_61,วันอังคาร,9.0,21.0
oc_61,วันพุธ,9.0,21.0
oc_61,วันพฤหัสบดี,9.0,21.0
oc_62,วันศุกร์,9.0,16.0
oc_62,วันเสาร์,9.0,16.0
oc_62,วันอาทิตย์,9.0,16.3
oc_62,วันจันทร์,0.0,0.0
oc_62,วันอังคาร,9.0,16.0
oc_62,วันพุธ,9.0,16.0
oc_62,วันพฤหัสบดี,9.0,16.0
oc_63,วันศุกร์,9.0,20.0
oc_63,วันเสาร์,10.0,20.0
oc_63,วันอาทิตย์,10.0,20.0
oc_63,วันจันทร์,9.0,20.0
oc_63,วันอังคาร,9.0,20.0
oc_63,วันพุธ,9.0,20.0
oc_63,วันพฤหัสบดี,9.0,20.0
oc_64,วันศุกร์,10.0,0.0
oc_64,วันเสาร์,10.0,22.0
oc_64,วันอาทิตย์,10.0,22.0
oc_64,วันจันทร์,10.0,0.0
oc_64,วันอังคาร,10.0,0.0
oc_64,วันพุธ,10.0,0.0
oc_64,วันพฤหัสบดี,10.0,0.0
,,,
oc_66,วันศุกร์,7.0,17.0
oc_66,วันเสาร์,7.0,17.0
oc_66,วันอาทิตย์,0.0,0.0
oc_66,วันจันทร์,7.0,17.0
oc_66,วันอังคาร,7.0,17.0
oc_66,วันพุธ,7.0,17.0
oc_66,วันพฤหัสบดี,7.0,17.0
oc_67,วันศุกร์,7.0,17.0
oc_67,วันเสาร์,7.0,17.0
oc_67,วันอาทิตย์,7.0,17.0
oc_67,วันจันทร์,7.0,17.0
oc_67,วันอังคาร,7.0,17.0
oc_67,วันพุธ,7.0,17.0
oc_67,วันพฤหัสบดี,7.0,17.0
oc_68,วันศุกร์,9.0,19.0
oc_68,วันเสาร์,0.0,0.0
oc_68,วันอาทิตย์,0.0,0.0
oc_68,วันจันทร์,9.0,19.0
oc_68,วันอังคาร,9.0,19.0
oc_68,วันพุธ,9.0,19.0
oc_68,วันพฤหัสบดี,9.0,19.0
oc_69,วันศุกร์,9.0,18.0
oc_69,วันเสาร์,9.0,18.0
oc_69,วันอาทิตย์,9.0,22.0
oc_69,วันจันทร์,9.0,18.0
oc_69,วันอังคาร,9.0,18.0
oc_69,วันพุธ,9.0,18.0
oc_69,วันพฤหัสบดี,9.0,18.0
oc_70,วันศุกร์,16.0,20.3
oc_70,วันเสาร์,0.0,0.0
oc_70,วันอาทิตย์,0.0,0.0
oc_70,วันจันทร์,16.0,20.3
oc_70,วันอังคาร,16.0,20.3
oc_70,วันพุธ,16.0,20.3
oc_70,วันพฤหัสบดี,16.0,20.3
oc_71,วันศุกร์,7.3,18.0
oc_71,วันเสาร์,7.3,18.0
oc_71,วันอาทิตย์,7.3,18.0
oc_71,วันจันทร์,9.0,18.0
oc_71,วันอังคาร,9.0,18.0
oc_71,วันพุธ,9.0,18.0
oc_71,วันพฤหัสบดี,9.0,18.0
oc_72,วันศุกร์,6.3,16.3
oc_72,วันเสาร์,6.3,16.3
oc_72,วันอาทิตย์,6.3,16.3
oc_72,วันจันทร์,6.3,16.3
oc_72,วันอังคาร,6.3,16.3
oc_72,วันพุธ,6.3,16.3
