name,lat,long,url,rating,comment,sal1,sal2,id_open_close_main,id_customer_main,id_option_main,id_review_main
ยำยำคาเฟ่ สาขา ม.กรุงเทพ,14.0421632,100.615271,"https://www.google.com/maps/place/%E0%B8%A2%E0%B8%B3%E0%B8%A2%E0%B8%B3%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88+%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2+%E0%B8%A1.%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E/@14.040611,100.6144678,17z/data=!4m11!1m3!2m2!1z4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4Lii4LiB4Lij4Li44LiH4LmA4LiX4LieIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e281e8f81d1969:0xbdbb7513127ca422!8m2!3d14.0421632!4d100.615271!15sCkbguKHguKvguLLguKfguLTguJfguKLguLLguKXguLHguKLguIHguKPguLjguIfguYDguJfguJ4g4LiE4Liy4LmA4Lif4LmIWkkiR-C4oeC4q-C4suC4p-C4tOC4l-C4ouC4suC4peC4seC4oiDguIHguKPguLjguIfguYDguJfguJ4g4LiE4Liy4LmA4Lif4LmIkgEKcmVzdGF1cmFudKoBkAEKCS9tLzBiNzMxaBABKhMiD-C4hOC4suC5gOC4n-C5iCg1Mh8QASIbmBx6wDmAwOAny8BNlNoAPr_hCzI_UJXjuEHJMksQAiJH4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4LiiIOC4geC4o-C4uOC4h-C5gOC4l-C4niDguITguLLguYDguJ_guYjgAQA!16s%2Fg%2F11n18qf0gh?entry=ttu&g_ep=EgoyMDI1MDUwNy4wIKXMDSoASAFQAw%3D%3D",4.9,(89),฿100-200 ต่อคน,รายงานโดยผู้ใช้ 42 ราย,oc_199,ci_199,option_199,review_199
สตาบัคส์ คอฟฟี่ สาขามหาวิทยาลัยกรุงเทพ,14.040509,100.6157514,"https://www.google.com/maps/place/%E0%B8%AA%E0%B8%95%E0%B8%B2%E0%B8%9A%E0%B8%B1%E0%B8%84%E0%B8%AA%E0%B9%8C+%E0%B8%84%E0%B8%AD%E0%B8%9F%E0%B8%9F%E0%B8%B5%E0%B9%88+%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%A7%E0%B8%B4%E0%B8%97%E0%B8%A2%E0%B8%B2%E0%B8%A5%E0%B8%B1%E0%B8%A2%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E/@14.040611,100.6144678,17z/data=!4m11!1m3!2m2!1z4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4Lii4LiB4Lij4Li44LiH4LmA4LiX4LieIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e281ce8c61b417:0xe1ed81e74e0eaf31!8m2!3d14.040509!4d100.6157514!15sCkbguKHguKvguLLguKfguLTguJfguKLguLLguKXguLHguKLguIHguKPguLjguIfguYDguJfguJ4g4LiE4Liy4LmA4Lif4LmIWkkiR-C4oeC4q-C4suC4p-C4tOC4l-C4ouC4suC4peC4seC4oiDguIHguKPguLjguIfguYDguJfguJ4g4LiE4Liy4LmA4Lif4LmIkgELY29mZmVlX3Nob3CqAZABCgkvbS8wYjczMWgQASoTIg_guITguLLguYDguJ_guYgoNTIfEAEiG5gcesA5gMDgJ8vATZTaAD6_4QsyP1CV47hByTJLEAIiR-C4oeC4q-C4suC4p-C4tOC4l-C4ouC4suC4peC4seC4oiDguIHguKPguLjguIfguYDguJfguJ4g4LiE4Liy4LmA4Lif4LmI4AEA!16s%2Fg%2F11h8ld8mlb?entry=ttu&g_ep=EgoyMDI1MDUwNy4wIKXMDSoASAFQAw%3D%3D",4.4,(62),,,oc_200,ci_200,option_200,review_200
COFFEE TEEN,14.0401516,100.6062575,"https://www.google.com/maps/place/COFFEE+TEEN/@14.040611,100.6144678,17z/data=!4m11!1m3!2m2!1z4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4Lii4LiB4Lij4Li44LiH4LmA4LiX4LieIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e2819e971a80f1:0x2a70ff2c09b03582!8m2!3d14.0401516!4d100.6062575!15sCkbguKHguKvguLLguKfguLTguJfguKLguLLguKXguLHguKLguIHguKPguLjguIfguYDguJfguJ4g4LiE4Liy4LmA4Lif4LmIWkkiR-C4oeC4q-C4suC4p-C4tOC4l-C4ouC4suC4peC4seC4oiDguIHguKPguLjguIfguYDguJfguJ4g4LiE4Liy4LmA4Lif4LmIkgELY29mZmVlX3Nob3CqAZABCgkvbS8wYjczMWgQASoTIg_guITguLLguYDguJ_guYgoNTIfEAEiG5gcesA5gMDgJ8vATZTaAD6_4QsyP1CV47hByTJLEAIiR-C4oeC4q-C4suC4p-C4tOC4l-C4ouC4suC4peC4seC4oiDguIHguKPguLjguIfguYDguJfguJ4g4LiE4Liy4LmA4Lif4LmI4AEA!16s%2Fg%2F11lqfmbrvp?entry=ttu&g_ep=EgoyMDI1MDUwNy4wIKXMDSoASAFQAw%3D%3D",4.8,(4),฿1-100 ต่อคน,รายงานโดยผู้ใช้ 3 ราย,oc_201,ci_201,option_201,review_201
ร้านมีความสุข สาขา ม.กรุงเทพ,14.040913,100.6140963,"https://www.google.com/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%A1%E0%B8%B5%E0%B8%84%E0%B8%A7%E0%B8%B2%E0%B8%A1%E0%B8%AA%E0%B8%B8%E0%B8%82+%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2+%E0%B8%A1.%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E/@14.040611,100.6144678,17z/data=!4m11!1m3!2m2!1z4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4Lii4LiB4Lij4Li44LiH4LmA4LiX4LieIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x311d7f41f49905e5:0x4ed5181dd38bc29e!8m2!3d14.040913!4d100.6140963!15sCkbguKHguKvguLLguKfguLTguJfguKLguLLguKXguLHguKLguIHguKPguLjguIfguYDguJfguJ4g4LiE4Liy4LmA4Lif4LmIWkkiR-C4oeC4q-C4suC4p-C4tOC4l-C4ouC4suC4peC4seC4oiDguIHguKPguLjguIfguYDguJfguJ4g4LiE4Liy4LmA4Lif4LmIkgELY29mZmVlX3Nob3CqAZABCgkvbS8wYjczMWgQASoTIg_guITguLLguYDguJ_guYgoNTIfEAEiG5gcesA5gMDgJ8vATZTaAD6_4QsyP1CV47hByTJLEAIiR-C4oeC4q-C4suC4p-C4tOC4l-C4ouC4suC4peC4seC4oiDguIHguKPguLjguIfguYDguJfguJ4g4LiE4Liy4LmA4Lif4LmI4AEA!16s%2Fg%2F11k4znqdpp?entry=ttu&g_ep=EgoyMDI1MDUwNy4wIKXMDSoASAFQAw%3D%3D",,,,,oc_202,ci_202,option_202,review_201
Highground Cannabis Cafe | รังสิต ม.กรุงเทพ | Weed Store,14.0306848,100.6154885,"https://www.google.com/maps/place/Highground+Cannabis+Cafe+%7C+%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95+%E0%B8%A1.%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E+%7C+Weed+Store/@14.040611,100.6144678,17z/data=!4m11!1m3!2m2!1z4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4Lii4LiB4Lij4Li44LiH4LmA4LiX4LieIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x311d81ef6e697f15:0x4ee0219115c08faf!8m2!3d14.0306848!4d100.6154885!15sCkbguKHguKvguLLguKfguLTguJfguKLguLLguKXguLHguKLguIHguKPguLjguIfguYDguJfguJ4g4LiE4Liy4LmA4Lif4LmIWkkiR-C4oeC4q-C4suC4p-C4tOC4l-C4ouC4suC4peC4seC4oiDguIHguKPguLjguIfguYDguJfguJ4g4LiE4Liy4LmA4Lif4LmIkgEOY2FubmFiaXNfc3RvcmWqAZABCgkvbS8wYjczMWgQASoTIg_guITguLLguYDguJ_guYgoNTIfEAEiG5gcesA5gMDgJ8vATZTaAD6_4QsyP1CV47hByTJLEAIiR-C4oeC4q-C4suC4p-C4tOC4l-C4ouC4suC4peC4seC4oiDguIHguKPguLjguIfguYDguJfguJ4g4LiE4Liy4LmA4Lif4LmI4AEA!16s%2Fg%2F11s5nnjvrg?entry=ttu&g_ep=EgoyMDI1MDUwNy4wIKXMDSoASAFQAw%3D%3D",5.0,(416),,,oc_203,ci_203,option_203,review_203
LUCKYDAY COFFEE HUB,14.0412533,100.6159479,"https://www.google.com/maps/place/LUCKYDAY+COFFEE+HUB/@14.040611,100.6144678,17z/data=!4m11!1m3!2m2!1z4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4Lii4LiB4Lij4Li44LiH4LmA4LiX4LieIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e2810fc661caa7:0xc0b44fd56a1f6e5b!8m2!3d14.0412533!4d100.6159479!15sCkbguKHguKvguLLguKfguLTguJfguKLguLLguKXguLHguKLguIHguKPguLjguIfguYDguJfguJ4g4LiE4Liy4LmA4Lif4LmIWkkiR-C4oeC4q-C4suC4p-C4tOC4l-C4ouC4suC4peC4seC4oiDguIHguKPguLjguIfguYDguJfguJ4g4LiE4Liy4LmA4Lif4LmIkgELY29mZmVlX3Nob3CqAZABCgkvbS8wYjczMWgQASoTIg_guITguLLguYDguJ_guYgoNTIfEAEiG5gcesA5gMDgJ8vATZTaAD6_4QsyP1CV47hByTJLEAIiR-C4oeC4q-C4suC4p-C4tOC4l-C4ouC4suC4peC4seC4oiDguIHguKPguLjguIfguYDguJfguJ4g4LiE4Liy4LmA4Lif4LmI4AEA!16s%2Fg%2F11w37g0kwk?entry=ttu&g_ep=EgoyMDI1MDUwNy4wIKXMDSoASAFQAw%3D%3D",5.0,(4),฿1-100 ต่อคน,รายงานโดยผู้ใช้ 3 ราย,oc_204,ci_204,option_204,review_204
88 Coffee & Restaurant,14.03087,100.615387,"https://www.google.com/maps/place/88+Coffee+%26+Restaurant/@14.040611,100.6144678,17z/data=!4m11!1m3!2m2!1z4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4Lii4LiB4Lij4Li44LiH4LmA4LiX4LieIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e2810697c53c61:0xc7e03c34e5b435a5!8m2!3d14.03087!4d100.615387!15sCkbguKHguKvguLLguKfguLTguJfguKLguLLguKXguLHguKLguIHguKPguLjguIfguYDguJfguJ4g4LiE4Liy4LmA4Lif4LmIWkkiR-C4oeC4q-C4suC4p-C4tOC4l-C4ouC4suC4peC4seC4oiDguIHguKPguLjguIfguYDguJfguJ4g4LiE4Liy4LmA4Lif4LmIkgEEY2FmZaoBkAEKCS9tLzBiNzMxaBABKhMiD-C4hOC4suC5gOC4n-C5iCg1Mh8QASIbmBx6wDmAwOAny8BNlNoAPr_hCzI_UJXjuEHJMksQAiJH4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4LiiIOC4geC4o-C4uOC4h-C5gOC4l-C4niDguITguLLguYDguJ_guYjgAQA!16s%2Fg%2F11g08vzl77?entry=ttu&g_ep=EgoyMDI1MDUwNy4wIKXMDSoASAFQAw%3D%3D",4.1,(35),฿1-100 ต่อคน,รายงานโดยผู้ใช้ 5 ราย,oc_205,ci_205,option_205,review_205
MIKKA COFFEE ROASTERS สาขา HEYDAY ม.กรุงเทพ,14.0407666,100.608027,"https://www.google.com/maps/place/MIKKA+COFFEE+ROASTERS+%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2+HEYDAY+%E0%B8%A1.%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E/@14.040611,100.6144678,17z/data=!4m11!1m3!2m2!1z4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4Lii4LiB4Lij4Li44LiH4LmA4LiX4LieIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e28100353a6d7d:0x2c62258afda8c250!8m2!3d14.0407666!4d100.608027!15sCkbguKHguKvguLLguKfguLTguJfguKLguLLguKXguLHguKLguIHguKPguLjguIfguYDguJfguJ4g4LiE4Liy4LmA4Lif4LmIWkkiR-C4oeC4q-C4suC4p-C4tOC4l-C4ouC4suC4peC4seC4oiDguIHguKPguLjguIfguYDguJfguJ4g4LiE4Liy4LmA4Lif4LmIkgELY29mZmVlX3Nob3CqAZABCgkvbS8wYjczMWgQASoTIg_guITguLLguYDguJ_guYgoNTIfEAEiG5gcesA5gMDgJ8vATZTaAD6_4QsyP1CV47hByTJLEAIiR-C4oeC4q-C4suC4p-C4tOC4l-C4ouC4suC4peC4seC4oiDguIHguKPguLjguIfguYDguJfguJ4g4LiE4Liy4LmA4Lif4LmI4AEA!16s%2Fg%2F11x12bh47x?entry=ttu&g_ep=EgoyMDI1MDUwNy4wIKXMDSoASAFQAw%3D%3D",5.0,(1),,,oc_206,ci_206,option_206,review_206
Café Marché,14.0376281,100.6151962,"https://www.google.com/maps/place/Caf%C3%A9+March%C3%A9/@14.040611,100.6144678,17z/data=!4m11!1m3!2m2!1z4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4Lii4LiB4Lij4Li44LiH4LmA4LiX4LieIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e2800256bbe68d:0x7d8dc89796f93442!8m2!3d14.0376281!4d100.6151962!15sCkbguKHguKvguLLguKfguLTguJfguKLguLLguKXguLHguKLguIHguKPguLjguIfguYDguJfguJ4g4LiE4Liy4LmA4Lif4LmIWkkiR-C4oeC4q-C4suC4p-C4tOC4l-C4ouC4suC4peC4seC4oiDguIHguKPguLjguIfguYDguJfguJ4g4LiE4Liy4LmA4Lif4LmIkgEEY2FmZaoBkAEKCS9tLzBiNzMxaBABKhMiD-C4hOC4suC5gOC4n-C5iCg1Mh8QASIbmBx6wDmAwOAny8BNlNoAPr_hCzI_UJXjuEHJMksQAiJH4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4LiiIOC4geC4o-C4uOC4h-C5gOC4l-C4niDguITguLLguYDguJ_guYjgAQA!16s%2Fg%2F1hc2nmczl?entry=ttu&g_ep=EgoyMDI1MDUwNy4wIKXMDSoASAFQAw%3D%3D",4.0,(34),,,oc_207,ci_207,option_207,review_207
Mongni Cafe Bangkok University,14.0419682,100.6146818,"https://www.google.com/maps/place/Mongni+Cafe+Bangkok+University/@14.040611,100.6144678,17z/data=!4m11!1m3!2m2!1z4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4Lii4LiB4Lij4Li44LiH4LmA4LiX4LieIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e281218425fd33:0xb596680d757af8!8m2!3d14.0419682!4d100.6146818!15sCkbguKHguKvguLLguKfguLTguJfguKLguLLguKXguLHguKLguIHguKPguLjguIfguYDguJfguJ4g4LiE4Liy4LmA4Lif4LmIWkkiR-C4oeC4q-C4suC4p-C4tOC4l-C4ouC4suC4peC4seC4oiDguIHguKPguLjguIfguYDguJfguJ4g4LiE4Liy4LmA4Lif4LmIkgEQYnViYmxlX3RlYV9zdG9yZaoBkAEKCS9tLzBiNzMxaBABKhMiD-C4hOC4suC5gOC4n-C5iCg1Mh8QASIbmBx6wDmAwOAny8BNlNoAPr_hCzI_UJXjuEHJMksQAiJH4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4LiiIOC4geC4o-C4uOC4h-C5gOC4l-C4niDguITguLLguYDguJ_guYjgAQA!16s%2Fg%2F11nclr_g8t?entry=ttu&g_ep=EgoyMDI1MDUwNy4wIKXMDSoASAFQAw%3D%3D",4.0,(10),,,oc_208,ci_208,option_208,review_208
