name,lat,long,url,rating,comment,sal1,sal2,id_open_close_main,id_customer_main,id_option_main,id_review_main,zone,distance_rangsit,distance_khlong_rangsit,distance_lak_hok,distance_rmutt,distance_nbu,distance_bu,distance_tu,distance_rsu,weighted_rating
เลอมง ราเมง มหาวิทยาลัยรังสิต,13.9631158,100.5876283,"https://www.google.com/maps/place/%E0%B9%80%E0%B8%A5%E0%B8%AD%E0%B8%A1%E0%B8%87+%E0%B8%A3%E0%B8%B2%E0%B9%80%E0%B8%A1%E0%B8%87+%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%A7%E0%B8%B4%E0%B8%97%E0%B8%A2%E0%B8%B2%E0%B8%A5%E0%B8%B1%E0%B8%A2%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95/@13.9652902,100.5830658,15z/data=!4m10!1m2!2m1!1z4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4Lii4Lij4Lix4LiH4Liq4Li04LiVIOC4hOC4suC5gOC4n-C5iA!3m6!1s0x30e2813cf24adf61:0x23a7ce617d5ddbc2!8m2!3d13.9631158!4d100.5876283!15sCkPguKHguKvguLLguKfguLTguJfguKLguLLguKXguLHguKLguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIIgOIAQFaRiJE4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4LiiIOC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSARNqYXBhbmVzZV9yZXN0YXVyYW50qgHFAQoNL2cvMTFma3l5YzVqahABKkgiROC4oeC4q-C4suC4p-C4tOC4l-C4ouC4suC4peC4seC4oiDguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIKDUyHhABIhqYIgqdwsl5OeyenBO6EPzH8SpJvqEBE066DjJIEAIiROC4oeC4q-C4suC4p-C4tOC4l-C4ouC4suC4peC4seC4oiDguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmI4AEA!16s%2Fg%2F11sy_xxnb4?entry=ttu&g_ep=EgoyMDI1MDUwNy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",4.4,5,฿100-200 ต่อคน,3,oc_308,ci_308,option_308,review_308,rakhok,3.137501589,2.316565231,0.608566763,3.033821602,9.798586292,8.917968254,12.29176843,0.674032774,4.49646931
OKC เมนูอกไก่@เมืองเอก ม.รังสิต,13.9640993,100.5943082,"https://www.google.com/maps/place/OKC+%E0%B9%80%E0%B8%A1%E0%B8%99%E0%B8%B9%E0%B8%AD%E0%B8%81%E0%B9%84%E0%B8%81%E0%B9%88@%E0%B9%80%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%AD%E0%B8%81+%E0%B8%A1.%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95/@13.9652902,100.5830658,15z/data=!4m10!1m2!2m1!1z4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4Lii4Lij4Lix4LiH4Liq4Li04LiVIOC4hOC4suC5gOC4n-C5iA!3m6!1s0x30e281287d75675f:0x4bf60bf2b822b14c!8m2!3d13.9640993!4d100.5943082!15sCkPguKHguKvguLLguKfguLTguJfguKLguLLguKXguLHguKLguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIIgOIAQFaRiJE4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4LiiIOC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQpyZXN0YXVyYW50qgHFAQoNL2cvMTFma3l5YzVqahABKkgiROC4oeC4q-C4suC4p-C4tOC4l-C4ouC4suC4peC4seC4oiDguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIKDUyHhABIhqYIgqdwsl5OeyenBO6EPzH8SpJvqEBE066DjJIEAIiROC4oeC4q-C4suC4p-C4tOC4l-C4ouC4suC4peC4seC4oiDguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmI4AEA!16s%2Fg%2F11jb3vkmt6?entry=ttu&g_ep=EgoyMDI1MDUwNy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",4,2,,,oc_309,ci_309,option_309,review_309,rakhok,2.927449172,1.947663915,0.281727146,2.331215765,9.094133207,8.61919642,12.08986958,1.279019014,4.480513308
มุมเสบียง หน้า ม.รังสิต,13.9670705,100.5881632,"https://www.google.com/maps/place/%E0%B8%A1%E0%B8%B8%E0%B8%A1%E0%B9%80%E0%B8%AA%E0%B8%9A%E0%B8%B5%E0%B8%A2%E0%B8%87+%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2+%E0%B8%A1.%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95/@13.9652902,100.5830658,15z/data=!4m10!1m2!2m1!1z4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4Lii4Lij4Lix4LiH4Liq4Li04LiVIOC4hOC4suC5gOC4n-C5iA!3m6!1s0x30e281005d1af145:0x25b0fcc5f8b0fc84!8m2!3d13.9670705!4d100.5881632!15sCkPguKHguKvguLLguKfguLTguJfguKLguLLguKXguLHguKLguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIIgOIAQFaRiJE4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4LiiIOC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQpyZXN0YXVyYW50qgHFAQoNL2cvMTFma3l5YzVqahABKkgiROC4oeC4q-C4suC4p-C4tOC4l-C4ouC4suC4peC4seC4oiDguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIKDUyHhABIhqYIgqdwsl5OeyenBO6EPzH8SpJvqEBE066DjJIEAIiROC4oeC4q-C4suC4p-C4tOC4l-C4ouC4suC4peC4seC4oiDguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmI4AEA!16s%2Fg%2F11lcvvw1p6?entry=ttu&g_ep=EgoyMDI1MDUwNy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",4,8,฿1-100 ต่อคน,3,oc_310,ci_310,option_310,review_310,rakhok,2.697987593,1.914114911,0.483356992,2.840820728,9.581261493,8.481886499,11.84843516,0.574345713,4.404642786
Soup Panda หมาล่าทั่ง สาขา 2 หลังม.รังสิต,13.9607203,100.5790189,"https://www.google.com/maps/place/Soup+Panda+%E0%B8%AB%E0%B8%A1%E0%B8%B2%E0%B8%A5%E0%B9%88%E0%B8%B2%E0%B8%97%E0%B8%B1%E0%B9%88%E0%B8%87+%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2+2+%E0%B8%AB%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%A1.%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95/@13.9652902,100.5830658,15z/data=!4m10!1m2!2m1!1z4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4Lii4Lij4Lix4LiH4Liq4Li04LiVIOC4hOC4suC5gOC4n-C5iA!3m6!1s0x30e281bd3706ed69:0x98927220fd78f8ca!8m2!3d13.9607203!4d100.5790189!15sCkPguKHguKvguLLguKfguLTguJfguKLguLLguKXguLHguKLguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIIgOIAQFaRiJE4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4LiiIOC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQpyZXN0YXVyYW50qgHFAQoNL2cvMTFma3l5YzVqahABKkgiROC4oeC4q-C4suC4p-C4tOC4l-C4ouC4suC4peC4seC4oiDguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIKDUyHhABIhqYIgqdwsl5OeyenBO6EPzH8SpJvqEBE066DjJIEAIiROC4oeC4q-C4suC4p-C4tOC4l-C4ouC4suC4peC4seC4oiDguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmI4AEA!16s%2Fg%2F11l6gcbg9x?entry=ttu&g_ep=EgoyMDI1MDUwNy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",5,3,,,oc_311,ci_311,option_311,review_311,rakhok,3.72375877,3.084911105,1.562816229,3.996064066,10.75849365,9.488560717,12.73165734,0.811890315,4.55686139
100% Cafe & Bar,13.9600539,100.5775913,"https://www.google.com/maps/place/100%25+Cafe+%26+Bar/@13.9600539,100.5680641,16z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e28146b8b4531b:0xacfc189dbcf4c8e8!8m2!3d13.9600539!4d100.5775913!15sCiLguKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4Lif4LmIWiUiI-C4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4Lif4LmIkgEOY2hpbGRyZW5zX2NhZmWqAWEQASoTIg_guITguLLguYDguJ_guYgoNTIfEAEiG0nrcPXl0XAoDy67KOQVu9I6RnTYMvpYgIZNwzInEAIiI-C4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4Lif4LmI4AEA!16s%2Fg%2F11scykfdvs?entry=ttu&g_ep=EgoyMDI1MDUwNy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1.6,7,,,oc_320,ci_320,option_320,review_320,rakhok,3.862015627,3.244243185,1.733383658,4.166383816,10.92916059,9.616801319,12.83927297,0.958698953,3.961525023
Ahhh Ha coffee,13.9679024,100.5853729,"https://www.google.com/maps/place/Ahhh+Ha+coffee/@13.9762062,100.5873687,16z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e2811a35bbd01b:0x48d7710054d578a9!8m2!3d13.9679024!4d100.5853729!15sCiLguKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4Lif4LmIWiUiI-C4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4Lif4LmIkgELY29mZmVlX3Nob3CqAWEQASoTIg_guITguLLguYDguJ_guYgoNTIfEAEiG0nrcPXl0XAoDy67KOQVu9I6RnTYMvpYgIZNwzInEAIiI-C4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4Lif4LmI4AEA!16s%2Fg%2F11l6jbxrzt?entry=ttu&g_ep=EgoyMDI1MDUwNy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",2,4,,,oc_321,ci_321,option_321,review_321,rakhok,2.709252627,2.033176779,0.798269621,3.113917405,9.83206886,8.494178699,11.80910476,0.290691936,4.216953702
บ้านสวนคาเฟ่,13.9740351,100.579379,"https://www.google.com/maps/place/%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AA%E0%B8%A7%E0%B8%99%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88/@13.9740351,100.5698518,16z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e2814d923887f3:0xbed9e8a4853d3994!8m2!3d13.9740351!4d100.579379!15sCiLguKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4Lif4LmIWiUiI-C4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4Lif4LmIkgELY29mZmVlX3Nob3CqAWEQASoTIg_guITguLLguYDguJ_guYgoNTIfEAEiG0nrcPXl0XAoDy67KOQVu9I6RnTYMvpYgIZNwzInEAIiI-C4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4Lif4LmI4AEA!16s%2Fg%2F11qwqmfft4?entry=ttu&g_ep=EgoyMDI1MDUwNy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",5,4,,,oc_322,ci_322,option_322,review_322,rakhok,2.479430568,2.193976062,1.677810213,3.700657207,10.24885424,8.12404348,11.28435286,0.865937204,4.569894878
J Coffee specialty สาขา ม.รังสิต,13.9739456,100.5862028,"https://www.google.com/maps/place/J+Coffee+specialty+%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2+%E0%B8%A1.%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95/@13.9740351,100.5698518,16z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e2819074b9a1a5:0x424b4aca39a7fb9c!8m2!3d13.9739456!4d100.5862028!15sCiLguKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4Lif4LmIWiUiI-C4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4Lif4LmIkgEEY2FmZaoBYRABKhMiD-C4hOC4suC5gOC4n-C5iCg1Mh8QASIbSetw9eXRcCgPLrso5BW70jpGdNgy-liAhk3DMicQAiIj4Lir4Lil4Lix4LiBIOC4q-C4gSDguITguLLguYDguJ_guYjgAQA!16s%2Fg%2F11c0vxwjjj?entry=ttu&g_ep=EgoyMDI1MDUwNy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",4.2,252,฿1-100 ต่อคน,4,oc_323,ci_323,option_323,review_323,rakhok,2.061397279,1.53609006,1.121426652,2.964286053,9.541483075,7.834509371,11.13222315,0.852312054,4.233249737
Beck's Cafe,13.9650214,100.5953388,"https://www.google.com/maps/place/Beck's+Cafe/@13.9650214,100.5858116,16z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e281006e99f74f:0x99cbdd921961a4bc!8m2!3d13.9650214!4d100.5953388!15sCiLguKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4Lif4LmIWiUiI-C4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4Lif4LmIkgELY29mZmVlX3Nob3CqAWEQASoTIg_guITguLLguYDguJ_guYgoNTIfEAEiG0nrcPXl0XAoDy67KOQVu9I6RnTYMvpYgIZNwzInEAIiI-C4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4Lif4LmI4AEA!16s%2Fg%2F11w7m9nfdw?entry=ttu&g_ep=EgoyMDI1MDUwNy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",4.9,10,฿1-100 ต่อคน,7,oc_324,ci_324,option_324,review_324,rakhok,2.824340828,1.824913396,0.323916733,2.186466635,8.950845797,8.494140292,11.97704721,1.366611927,4.609410646
Bt Coffee,13.9752016,100.5911212,"https://www.google.com/maps/place/Bt+Coffee/@13.9650214,100.5858116,16z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e2819178c5e73d:0xf462791f7104e601!8m2!3d13.9752016!4d100.5911212!15sCiLguKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4Lif4LmIWiUiI-C4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4Lif4LmIkgEEY2FmZaoBYRABKhMiD-C4hOC4suC5gOC4n-C5iCg1Mh8QASIbSetw9eXRcCgPLrso5BW70jpGdNgy-liAhk3DMicQAiIj4Lir4Lil4Lix4LiBIOC4q-C4gSDguITguLLguYDguJ_guYjgAQA!16s%2Fg%2F11n95s0nyb?entry=ttu&g_ep=EgoyMDI1MDUwNy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",4.6,5,,,oc_325,ci_325,option_325,review_325,rakhok,1.742188498,1.023126172,1.043817359,2.44115568,8.992831367,7.523295458,10.90639216,1.275964271,4.525040739
ร้านกาแฟลิตเติ้ล คาเฟ่,13.9744429,100.5866037,"https://www.google.com/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B8%A5%E0%B8%B4%E0%B8%95%E0%B9%80%E0%B8%95%E0%B8%B4%E0%B9%89%E0%B8%A5+%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88/@13.9650214,100.5858116,16z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e2816974b05385:0xcab6575f126a72ac!8m2!3d13.9744429!4d100.5866037!15sCiLguKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4Lif4LmIWiUiI-C4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4Lif4LmIkgELY29mZmVlX3Nob3CqAWEQASoTIg_guITguLLguYDguJ_guYgoNTIfEAEiG0nrcPXl0XAoDy67KOQVu9I6RnTYMvpYgIZNwzInEAIiI-C4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4Lif4LmI4AEA!16s%2Fg%2F11tp9lxnn9?entry=ttu&g_ep=EgoyMDI1MDUwNy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",5,3,,,oc_326,ci_326,option_326,review_326,rakhok,1.992460729,1.470495356,1.141394524,2.922698634,9.484772817,7.767240287,11.06981807,0.920894875,4.55686139
Zebra Cafe,13.9671086,100.6003133,"https://www.google.com/maps/place/Zebra+Cafe/@13.9671086,100.5907861,16z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e281281091df1b:0xfd7130ec5f5029a9!8m2!3d13.9671086!4d100.6003133!15sCiLguKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4Lif4LmIWiUiI-C4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4Lif4LmIkgELY29mZmVlX3Nob3CqAWEQASoTIg_guITguLLguYDguJ_guYgoNTIfEAEiG0nrcPXl0XAoDy67KOQVu9I6RnTYMvpYgIZNwzInEAIiI-C4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4Lif4LmI4AEA!16s%2Fg%2F11k9ckydly?entry=ttu&g_ep=EgoyMDI1MDUwNy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",5,16,฿1-100 ต่อคน,3,oc_327,ci_327,option_327,review_327,rakhok,2.655404762,1.578478096,0.8558492,1.602069661,8.36605219,8.162514316,11.70744758,1.885425448,4.682096214
Butter.cof,13.9647187,100.5965887,"https://www.google.com/maps/place/Butter.cof/@13.9671086,100.5907861,16z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e281665c193039:0xefa7c7e50536bca1!8m2!3d13.9647187!4d100.5965887!15sCiLguKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4Lif4LmIWiUiI-C4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4Lif4LmIkgEIYXJ0X2NhZmWqAWEQASoTIg_guITguLLguYDguJ_guYgoNTIfEAEiG0nrcPXl0XAoDy67KOQVu9I6RnTYMvpYgIZNwzInEAIiI-C4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4Lif4LmI4AEA!16s%2Fg%2F11x2jk54tg?entry=ttu&g_ep=EgoyMDI1MDUwNy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",5,6,,,oc_328,ci_328,option_328,review_328,rakhok,2.863070596,1.839386921,0.462726067,2.080667058,8.841479948,8.498206904,11.99884727,1.505198706,4.593789607
ริมทางคอฟฟี่,13.9746325,100.5890641,"https://www.google.com/maps/place/%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%97%E0%B8%B2%E0%B8%87%E0%B8%84%E0%B8%AD%E0%B8%9F%E0%B8%9F%E0%B8%B5%E0%B9%88/@13.9671086,100.5907861,16z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e281eeba0004d3:0x54bc949e3761f47e!8m2!3d13.9746325!4d100.5890641!15sCiLguKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4Lif4LmIWiUiI-C4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4Lif4LmIkgELY29mZmVlX3Nob3CqAWEQASoTIg_guITguLLguYDguJ_guYgoNTIfEAEiG0nrcPXl0XAoDy67KOQVu9I6RnTYMvpYgIZNwzInEAIiI-C4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4Lif4LmI4AEA!16s%2Fg%2F11mpm3pdb7?entry=ttu&g_ep=EgoyMDI1MDUwNy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",5,8,,,oc_329,ci_329,option_329,review_329,rakhok,1.867303599,1.236784254,1.037827686,2.658439375,9.223644089,7.654800158,11.00288315,1.081396081,4.615169101
Memory Coffee,13.9663581,100.5883412,"https://www.google.com/maps/place/Memory+Coffee/@13.9663581,100.578814,16z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e28188d407f54d:0xb8d33152a6377b0c!8m2!3d13.9663581!4d100.5883412!15sCiLguKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4Lif4LmIWiUiI-C4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4Lif4LmIkgEEY2FmZaoBYRABKhMiD-C4hOC4suC5gOC4n-C5iCg1Mh8QASIbSetw9eXRcCgPLrso5BW70jpGdNgy-liAhk3DMicQAiIj4Lir4Lil4Lix4LiBIOC4q-C4gSDguITguLLguYDguJ_guYjgAQA!16s%2Fg%2F11c67rv_bh?entry=ttu&g_ep=EgoyMDI1MDUwNy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",4,1,,,oc_330,ci_330,option_330,review_330,rakhok,2.769278501,1.968952846,0.449328082,2.843019557,9.591654558,8.551208757,11.92363031,0.597917618,4.496013737
Sober Coffee Bar,13.9642541,100.5897882,"https://www.google.com/maps/place/Sober+Coffee+Bar/@13.9663581,100.578814,16z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e2819b469ed2a5:0x4095a8cc78961e96!8m2!3d13.9642541!4d100.5897882!15sCiLguKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4Lif4LmIWiUiI-C4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4Lif4LmIkgELY29mZmVlX3Nob3CqAWEQASoTIg_guITguLLguYDguJ_guYgoNTIfEAEiG0nrcPXl0XAoDy67KOQVu9I6RnTYMvpYgIZNwzInEAIiI-C4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4Lif4LmI4AEA!16s%2Fg%2F11t5_3gfd2?entry=ttu&g_ep=EgoyMDI1MDUwNy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",4.8,16,฿1-100 ต่อคน,8,oc_331,ci_331,option_331,review_331,rakhok,2.96253983,2.095234333,0.343677433,2.770380917,9.534619456,8.728390396,12.13178595,0.809853766,4.612530997
Cafe Du Soleil,13.9683628,100.5870379,"https://www.google.com/maps/place/Cafe+Du+Soleil/@13.9663581,100.578814,16z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e281fcf7736c05:0x5af379b83bffd9bd!8m2!3d13.9683628!4d100.5870379!15sCiLguKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4Lif4LmIWiUiI-C4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4Lif4LmIkgELY29mZmVlX3Nob3CqAWEQASoTIg_guITguLLguYDguJ_guYgoNTIfEAEiG0nrcPXl0XAoDy67KOQVu9I6RnTYMvpYgIZNwzInEAIiI-C4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4Lif4LmI4AEA!16s%2Fg%2F11vl5vfj7t?entry=ttu&g_ep=EgoyMDI1MDUwNy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",5,1,,,oc_332,ci_332,option_332,review_332,rakhok,2.597432174,1.87484922,0.647537,2.927733651,9.645645863,8.384983103,11.72674227,0.477222165,4.528271802
Mercy Coffee,13.9653562,100.596578,"https://www.google.com/maps/place/Mercy+Coffee/@13.9663581,100.578814,16z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e2818b4f674807:0x72c2a8018cae85ca!8m2!3d13.9653562!4d100.596578!15sCiLguKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4Lif4LmIWiUiI-C4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4Lif4LmIkgELY29mZmVlX3Nob3CqAWEQASoTIg_guITguLLguYDguJ_guYgoNTIfEAEiG0nrcPXl0XAoDy67KOQVu9I6RnTYMvpYgIZNwzInEAIiI-C4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4Lif4LmI4AEA!16s%2Fg%2F11lfzy9bg6?entry=ttu&g_ep=EgoyMDI1MDUwNy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",4.9,13,฿1-100 ต่อคน,7,oc_333,ci_333,option_333,review_333,rakhok,2.79224757,1.769010997,0.446519192,2.04976763,8.813507224,8.429087294,11.92829078,1.493688125,4.629684322
Channel Weed Store Rangsit (RSU) | ร้านขายดอกไม้ ม.รังสิต เมืองเอก รังสิต ปทุม | Cannabis dispensary,13.96541,100.5959717,"https://www.google.com/maps/place/Channel+Weed+Store+Rangsit+(RSU)+%7C+%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%82%E0%B8%B2%E0%B8%A2%E0%B8%94%E0%B8%AD%E0%B8%81%E0%B9%84%E0%B8%A1%E0%B9%89+%E0%B8%A1.%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95+%E0%B9%80%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%AD%E0%B8%81+%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95+%E0%B8%9B%E0%B8%97%E0%B8%B8%E0%B8%A1+%7C+Cannabis+dispensary/@13.96541,100.5864445,16z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e281f1149bf1e1:0x26fd8337249a8920!8m2!3d13.96541!4d100.5959717!15sCiLguKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4Lif4LmIWiUiI-C4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4Lif4LmIkgELY29mZmVlX3Nob3CqAWEQASoTIg_guITguLLguYDguJ_guYgoNTIfEAEiG0nrcPXl0XAoDy67KOQVu9I6RnTYMvpYgIZNwzInEAIiI-C4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4Lif4LmI4AEA!16s%2Fg%2F11t5r8b0j0?entry=ttu&g_ep=EgoyMDI1MDUwNy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",5,93,฿400-500 ต่อคน,7,oc_334,ci_334,option_334,review_334,rakhok,2.782959687,1.771291002,0.380904671,2.106291258,8.870922731,8.437061275,11.92786471,1.428026058,4.881109153
