name,lat,long,url,rating,comment,sal1,sal2,id_open_close_main,id_customer_main,id_option_main,id_review_main,zone,distance_rangsit,distance_khlong_rangsit,distance_lak_hok,weighted_rating,distance_tu,distance_bu,distance_rsu,distance_rmutt,distance_nbu
Sky Me Cafe ร้านกาแฟ มหาลัยรังสิต,13.962703,100.5860956,"https://www.google.com/maps/place/Sky+Me+Cafe+%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F+%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%A5%E0%B8%B1%E0%B8%A2%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95/@13.9645952,100.590215,18z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4nw!6e5!3m6!1s0x30e281b9fa34b2e3:0x273da26a7c4c6454!8m2!3d13.962703!4d100.5860956!15sCh_guKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4LifWiIiIOC4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4LifkgELY29mZmVlX3Nob3DgAQA!16s%2Fg%2F11v6d7t_xy?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",4.1,14,฿100-200 ต่อคน,7,oc_24,ci_24,option_24,review_24,rakhok,3.227070234,2.441802341,0.775539482,4.40364201,12.3120338,9.013709091,0.594308437,2.994751541,9.932886779
Nomwan Cafe,13.968857,100.587691,"https://www.google.com/maps/place/Nomwan+Cafe/@13.9645952,100.590215,18z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4nw!6e5!3m6!1s0x30e2818f0e1d737d:0x6c7deed71a768de0!8m2!3d13.968857!4d100.587691!15sCh_guKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4LifWiIiIOC4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4LifkgEEY2FmZeABAA!16s%2Fg%2F1pp2vgr6g?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",4.2,59,฿1-100 ต่อคน,6,oc_25,ci_25,option_25,review_25,rakhok,2.522800318,1.78736632,0.611996228,4.316407286,11.60995936,8.310461337,0.562013746,2.635276885,9.522906163
Penn Coffee and More | เพ็ญ คอฟฟี่ แอนด์ มอร์,13.9645952,100.5925968,"https://www.google.com/maps/place/Penn+Coffee+and+More+%7C+%E0%B9%80%E0%B8%9E%E0%B9%87%E0%B8%8D+%E0%B8%84%E0%B8%AD%E0%B8%9F%E0%B8%9F%E0%B8%B5%E0%B9%88+%E0%B9%81%E0%B8%AD%E0%B8%99%E0%B8%94%E0%B9%8C+%E0%B8%A1%E0%B8%AD%E0%B8%A3%E0%B9%8C/@13.9645952,100.590215,18z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4nw!6e5!3m6!1s0x30e2814f396c5295:0x78f7e89f064063b9!8m2!3d13.9645952!4d100.5925968!15sCh_guKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4LifWiIiIOC4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4LifkgEEY2FmZeABAA!16s%2Fg%2F11jv8b8jdm?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",4.5,66,฿1-100 ต่อคน,17,oc_26,ci_26,option_26,review_26,rakhok,2.882806429,1.94463766,0.146449902,4.514169255,12.01800056,8.610963635,1.086562677,2.267325399,9.205371533
19 Sweet Cafe,13.9644614,100.5921074,"https://www.google.com/maps/place/19+Sweet+Cafe/@13.9645952,100.590215,18z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4nw!6e5!3m6!1s0x30e2818bda831099:0xe3d3e3281896897!8m2!3d13.9644614!4d100.5921074!15sCh_guKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4LifWiIiIOC4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4LifkgEEY2FmZeABAA!16s%2Fg%2F11c57d4s8n?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",4,2,,,oc_27,ci_27,option_27,review_27,rakhok,2.902762189,1.976074288,0.1657072,4.511257764,12.0378784,8.638846448,1.039444605,2.321581933,9.259727029
ร้านพี่ย่ะ,13.9631651,100.587822,"https://www.google.com/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%9E%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B9%88%E0%B8%B0/@13.9645952,100.590215,18z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4nw!6e5!3m6!1s0x30e2818f6e21907d:0xa150e3c3b7ec3ce7!8m2!3d13.9631651!4d100.587822!15sCh_guKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4LifWiIiIOC4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4LifkgELY29mZmVlX3Nob3DgAQA!16s%2Fg%2F11f75zs2pf?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",4.9,10,฿1-100 ต่อคน,3,oc_28,ci_28,option_28,review_28,rakhok,3.126979237,2.301441678,0.587822074,4.634006211,12.23481634,8.906942213,0.687116394,2.803080276,9.74139219
Number15 เมืองเอก(ม.รังสิต),13.9648515,100.5931719,"https://www.google.com/maps/place/Number15+%E0%B9%80%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%AD%E0%B8%81(%E0%B8%A1.%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95)/@13.9645952,100.590215,18z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4nw!6e5!3m6!1s0x30e281970b97d771:0x56a17d2f06eb2c05!8m2!3d13.9648515!4d100.5931719!15sCh_guKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4LifWiIiIOC4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4LifkgEEY2FmZeABAA!16s%2Fg%2F11h2pkhbpm?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",5,2,,,oc_29,ci_29,option_29,review_29,rakhok,2.849532539,1.898516137,0.139176094,4.573757764,11.98394792,8.56785554,1.140441168,2.199036967,9.137094614
Wide-Awake Coffee,13.9637996,100.5879815,"https://www.google.com/maps/place/Wide-Awake+Coffee/@13.9645952,100.590215,18z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4nw!6e5!3m6!1s0x30e281885802453d:0x1624b5e0a9742862!8m2!3d13.9637996!4d100.5879815!15sCh_guKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4LifWiIiIOC4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4LifkgELY29mZmVlX3Nob3DgAQA!16s%2Fg%2F11c2nndrct?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",,,,,oc_30,ci_30,option_30,review_29,rakhok,3.054360489,2.231657814,0.538964506,,12.16259324,8.834488809,0.659926199,2.760285425,9.697925755
AHHH HA ! Coffee Roasters 2,13.964774,100.583866,"https://www.google.com/maps/place/AHHH+HA+!+Coffee+Roasters+2/@13.9645952,100.590215,18z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4nw!6e5!3m6!1s0x30e281004aed46d3:0xc69c0b8c2d9ad18c!8m2!3d13.964774!4d100.583866!15sCh_guKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4LifWiIiIOC4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4LifkgELY29mZmVlX3Nob3DgAQA!16s%2Fg%2F11ww0hhgqh?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",,,,,,ci_31,option_31,review_29,rakhok,3.092899692,2.400583678,0.937940433,,12.12310431,8.877475455,0.272601471,3.143660699,10.06862738
On The Rock Cafe Rangsit,13.9645288,100.5924512,"https://www.google.com/maps/place/On+The+Rock+Cafe+Rangsit/@13.9645952,100.590215,18z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4nw!6e5!3m6!1s0x311d81003d696787:0xb1e2a701d971359f!8m2!3d13.9645288!4d100.5924512!15sCh_guKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4LifWiIiIOC4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4LifkgELY29mZmVlX3Nob3DgAQA!16s%2Fg%2F11tt448p9b?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",5,2,,,oc_32,ci_32,option_32,review_32,rakhok,2.891592936,1.956679032,0.153312194,4.573757764,12.0268353,8.622091607,1.073225605,2.284683639,9.222724718
Galactic high 24 cafe,13.9626761,100.5859726,"https://www.google.com/maps/place/Galactic+high+24+cafe/@13.9645952,100.590215,18z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4nw!6e5!3m6!1s0x30e281000b61acd7:0x2bd45abff0b80096!8m2!3d13.9626761!4d100.5859726!15sCh_guKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4LifWiIiIOC4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4LifkgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11y8n0z7t1?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",5,17,,,,ci_33,option_33,review_33,rakhok,3.233884889,2.451515198,0.788710343,4.70979252,12.31697026,9.020791217,0.589010226,3.00815917,9.94627034
Flash Coffee - Community Mall RSU,13.9642596,100.5863328,"https://www.google.com/maps/place/Flash+Coffee+-+Community+Mall+RSU/@13.9645952,100.590215,18z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4nw!6e5!3m6!1s0x30e281135b987e4b:0x6b743504b919589e!8m2!3d13.9642596!4d100.5863328!15sCh_guKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4LifWiIiIOC4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4LifkgEEY2FmZeABAA!16s%2Fg%2F11sm6p531h?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",4.9,15,,,oc_34,ci_34,option_34,review_34,rakhok,3.054298879,2.283508382,0.688089385,4.663561077,12.13706591,8.841570645,0.485618708,2.908712925,9.842630343
Fineday Cafe' coffee&dessert,13.9677144,100.5879641,"https://www.google.com/maps/place/Fineday+Cafe'+coffee%26dessert/@13.9650643,100.5890858,17.67z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4nw!6e5!3m6!1s0x30e281aeb0aa70d3:0xbcbc53315098116a!8m2!3d13.9677144!4d100.5879641!15sCh_guKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4LifWiIiIOC4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4LifkgEEY2FmZeABAA!16s%2Fg%2F11mtrxw6g8?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",5,1,,,oc_35,ci_35,option_35,review_35,rakhok,2.635240966,1.868693589,0.527024255,4.560008014,11.73159876,8.421264767,0.558267824,2.631776305,9.538849762
เด็กหญิงลาเต้ - Dekying Latte,13.9670601,100.5881753,"https://www.google.com/maps/place/%E0%B9%80%E0%B8%94%E0%B9%87%E0%B8%81%E0%B8%AB%E0%B8%8D%E0%B8%B4%E0%B8%87%E0%B8%A5%E0%B8%B2%E0%B9%80%E0%B8%95%E0%B9%89+-+Dekying+Latte/@13.9650643,100.5890858,17.67z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4nw!6e5!3m6!1s0x30e281418336465d:0xfd987139aece7a37!8m2!3d13.9670601!4d100.5881753!15sCh_guKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4LifWiIiIOC4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4LifkgELY29mZmVlX3Nob3DgAQA!16s%2Fg%2F11rv2v442t?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",4.3,3,,,oc_36,ci_36,option_36,review_36,rakhok,2.698745625,1.914314518,0.48179009,4.523037832,11.8005331,8.483113375,0.575632689,2.626956411,9.543245091
All Time Cafe,13.9647952,100.5837483,"https://www.google.com/maps/place/All+Time+Cafe/@13.9650643,100.5890858,17.67z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4nw!6e5!3m6!1s0x30e28186454400e1:0xfedae20480ce64d5!8m2!3d13.9647952!4d100.5837483!15sCh_guKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4LifWiIiIOC4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4LifkgEEY2FmZZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSSGJsQlRlV1ZSRUFF4AEA-gEECAAQIg!16s%2Fg%2F11dzt1bc01?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",4.2,48,,,oc_37,ci_37,option_37,review_37,rakhok,3.095670242,2.40707859,0.950217927,4.332823698,12.12295682,8.879741484,0.265507428,3.155128508,10.07960267
HAKA Coffee & Sweet,13.9629913,100.5872197,"https://www.google.com/maps/place/HAKA+Coffee+%26+Sweet/@13.9650643,100.5890858,17.67z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4nw!6e5!3m6!1s0x30e2818842924015:0x83a8baf1fcfa1ef8!8m2!3d13.9629913!4d100.5872197!15sCh_guKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4LifkgEEY2FmZeABAA!16s%2Fg%2F1hm5npl77?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",,,,,oc_38,ci_38,option_38,review_37,rakhok,3.162266446,2.350760844,0.653638628,,12.26285078,8.945192373,0.650695849,2.870468765,9.808742988
Incognito Cafe TH,13.9629956,100.5872253,"https://www.google.com/maps/place/Incognito+Cafe+TH/@13.9650643,100.5890858,17.67z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4nw!6e5!3m6!1s0x30e2816207cf57a1:0xf00b1cff4a32774f!8m2!3d13.9629956!4d100.5872253!15sCh_guKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4LifWiIiIOC4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4LifkgELY29mZmVlX3Nob3DgAQA!16s%2Fg%2F11vswwx2tw?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",4.9,19,฿1-100 ต่อคน,8,oc_39,ci_39,option_39,review_39,rakhok,3.161645621,2.350041332,0.65287675,4.682862213,12.26229314,8.944551206,0.650806351,2.869726243,9.807999274
กาแฟ Cuppitano Coffee,13.964253,100.5920613,"https://www.google.com/maps/place/%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F+Cuppitano+Coffee/@13.9650643,100.5890858,17.67z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4nw!6e5!3m6!1s0x30e281c52498eaed:0xbd229b43146842d8!8m2!3d13.964253!4d100.5920613!15sCh_guKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4LifWiIiIOC4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4LifkgELY29mZmVlX3Nob3DgAQA!16s%2Fg%2F11vdf8233j?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",5,12,฿100-200 ต่อคน,4,oc_40,ci_40,option_40,review_40,rakhok,2.926333717,1.999560667,0.189396846,4.675244011,12.06142793,8.662518154,1.041257747,2.335690523,9.273560687
ใบชาเบตง,13.9625407,100.5852718,"https://www.google.com/maps/place/%E0%B9%83%E0%B8%9A%E0%B8%8A%E0%B8%B2%E0%B9%80%E0%B8%9A%E0%B8%95%E0%B8%87/@13.9650643,100.5890858,17.67z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4nw!6e5!3m6!1s0x30e28187dd5038bf:0xe8dd5e3c0400c019!8m2!3d13.9625407!4d100.5852718!15sCh_guKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4LifWiIiIOC4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4LifkgELY29mZmVlX3Nob3DgAQA!16s%2Fg%2F11c2pgr2p3?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",,,,,oc_41,ci_41,option_41,review_41,rakhok,3.271637847,2.505902853,0.863145907,,12.34338208,9.059549343,0.56240179,3.083832322,10.02176001
coffee o'clock café on truck,13.9684,100.5850827,"https://www.google.com/maps/place/coffee+o'clock+caf%C3%A9+on+truck/@13.9650643,100.5890858,17.67z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4nw!6e5!3m6!1s0x30e28100025318ad:0x27c226358631095e!8m2!3d13.9684!4d100.5850827!15sCh_guKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4LifWiIiIOC4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4LifkgELY29mZmVlX3Nob3DgAQA!16s%2Fg%2F11vw_tph9c?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",,,,,oc_42,ci_42,option_42,review_41,rakhok,2.67055306,2.015473528,0.844896847,,11.70357255,8.453882556,0.286777219,2.921279799,9.805135317
KAMU เมืองเอก ม.รังสิต,13.9638389,100.594026,"https://www.google.com/maps/place/KAMU+%E0%B9%80%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%AD%E0%B8%81+%E0%B8%A1.%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95/@13.9650643,100.5890858,17.67z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4nw!6e5!3m6!1s0x30e2811ea30580a7:0x398980fcd7eb4f6f!8m2!3d13.9638389!4d100.594026!15sCh_guKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4LifWiIiIOC4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4LifkgEEY2FmZeABAA!16s%2Fg%2F11hd_9kzv7?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",4.7,41,฿1-100 ต่อคน,8,oc_43,ci_43,option_43,review_43,rakhok,2.957284012,1.982818153,0.284179634,4.634651387,12.08832785,8.654990651,1.257552461,2.166127428,9.098725228
Dairy Hut,13.9649309,100.5887118,"https://www.google.com/maps/place/Dairy+Hut/@13.9650643,100.5890858,17.67z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4nw!6e5!3m6!1s0x30e2810ea9d5f60f:0xf942fc1e7a991761!8m2!3d13.9649309!4d100.5887118!15sCh_guKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4LifWiIiIOC4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4LifkgEOaWNlX2NyZWFtX3Nob3DgAQA!16s%2Fg%2F11n5v8mxxc?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",,,,,oc_44,ci_44,option_44,review_43,rakhok,2.913362871,2.083316378,0.420781882,,12.02754909,8.690811194,0.674550371,2.641866318,9.576785754
Shiroi cafe & bistro,13.9667489,100.5881972,"https://www.google.com/maps/place/Shiroi+cafe+%26+bistro/@13.9650643,100.5890858,17.67z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4nw!6e5!3m6!1s0x30e281b336f4fdb3:0xdd0ff141f6e35e81!8m2!3d13.9667489!4d100.5881972!15sCh_guKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4LifWiIiIOC4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4LifkgELY29mZmVlX3Nob3DgAQA!16s%2Fg%2F11mw4j94b9?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",4,1,,,oc_45,ci_45,option_45,review_45,rakhok,2.731433008,1.941452013,0.471443001,4.52774995,11.83449613,8.515248825,0.578729308,2.633611246,9.553454712
Coffeecraft Cafe’ & Beer,13.9608727,100.5792771,"https://www.google.com/maps/place/Coffeecraft+Cafe%E2%80%99+%26+Beer/@13.9608727,100.5762762,17z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4nw!6e5!3m6!1s0x30e283a6bd0b8f17:0x3d1789b118a4215c!8m2!3d13.9608727!4d100.5792771!15sCh_guKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4LifWiIiIOC4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4LifkgELY29mZmVlX3Nob3DgAQA!16s%2Fg%2F11hzb2fdxy?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",4.6,16,,,oc_46,ci_46,option_46,review_46,rakhok,3.695894149,3.053606874,1.530676161,4.564353227,12.64185302,9.462756744,0.78379356,3.753560819,10.69004563
Ma Cafe',13.962953,100.6006706,"https://www.google.com/maps/place/Ma+Cafe'/@13.9608727,100.5762762,17z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4nw!6e5!3m6!1s0x30e281506964b08b:0x96d70af159805a6b!8m2!3d13.962953!4d100.6006706!15sCh_guKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4LifWiIiIOC4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4LifkgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11vljylwh1?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",4.7,26,,,oc_47,ci_47,option_47,review_47,rakhok,3.115458232,2.041673459,0.942993312,4.617147294,12.15024715,8.613231681,1.976262588,1.63606047,8.495599487
Mongni Cafe @Rangsit,13.9646167,100.5889176,"https://www.google.com/maps/place/Mongni+Cafe+@Rangsit/@13.9608727,100.5762762,17z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4nw!6e5!3m6!1s0x30e28179e4178fb3:0x20828422573c1642!8m2!3d13.9646167!4d100.5889176!15sCh_guKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4LifWiIiIOC4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4LifkgEEY2FmZeABAA!16s%2Fg%2F11hzcrp7vh?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",2,4,,,oc_48,ci_48,option_48,review_48,rakhok,2.942355929,2.102857269,0.410245728,4.24588966,12.05936898,8.717572211,0.707856096,2.633180072,9.569635095
Sfz Coffee And Toast,13.9599104,100.5783082,"https://www.google.com/maps/place/Sfz+Coffee+And+Toast/@13.9608727,100.5762762,17z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4nw!6e5!3m6!1s0x30e283059ef505a3:0xd2d6edf3b3f6e2bd!8m2!3d13.9599104!4d100.5783082!15sCh_guKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4LifWiIiIOC4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4LifkgEEY2FmZeABAA!16s%2Fg%2F11gkrdqqy1?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",5,2,,,oc_49,ci_49,option_49,review_49,rakhok,3.839153278,3.203123302,1.668252112,4.573757764,12.76809663,9.601748508,0.929133273,3.890104763,10.82778487
ร้านพี่หน่อง ข้างตึก 2 ศาลตา-ยาย,13.9634569,100.5876384,"https://www.google.com/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%9E%E0%B8%B5%E0%B9%88%E0%B8%AB%E0%B8%99%E0%B9%88%E0%B8%AD%E0%B8%87+%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%87%E0%B8%95%E0%B8%B6%E0%B8%81+2+%E0%B8%A8%E0%B8%B2%E0%B8%A5%E0%B8%95%E0%B8%B2-%E0%B8%A2%E0%B8%B2%E0%B8%A2/@13.9608727,100.5762762,17z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4nw!6e5!3m6!1s0x30e281fac709ab39:0xfc4f54cf3d602bc!8m2!3d13.9634569!4d100.5876384!15sCh_guKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4LifWiIiIOC4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4LifkgELY29mZmVlX3Nob3DgAQA!16s%2Fg%2F11l6zq9_l5?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",5,1,,,oc_50,ci_50,option_50,review_50,rakhok,3.100537124,2.283216278,0.589156758,4.560008014,12.20534773,8.882051815,0.651535404,2.808892336,9.746875473
