id_customer_main,customer,customer_day
,,
ci_244,โดยปกติแล้วเวลา 06:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอาทิตย์
ci_244,โดยปกติแล้วเวลา 07:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอาทิตย์
ci_244,โดยปกติแล้วเวลา 08:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอาทิตย์
ci_244,โดยปกติแล้วเวลา 09:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอาทิตย์
ci_244,โดยปกติแล้วเวลา 10:00 จะมีลูกค้าประมาณ 32% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอาทิตย์
ci_244,โดยปกติแล้วเวลา 11:00 จะมีลูกค้าประมาณ 55% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอาทิตย์
ci_244,โดยปกติแล้วเวลา 12:00 จะมีลูกค้าประมาณ 76% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอาทิตย์
ci_244,โดยปกติแล้วเวลา 13:00 จะมีลูกค้าประมาณ 92% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอาทิตย์
ci_244,โดยปกติแล้วเวลา 14:00 จะมีลูกค้าประมาณ 99% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอาทิตย์
ci_244,โดยปกติแล้วเวลา 15:00 จะมีลูกค้าประมาณ 100% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอาทิตย์
ci_244,โดยปกติแล้วเวลา 16:00 จะมีลูกค้าประมาณ 95% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอาทิตย์
ci_244,โดยปกติแล้วเวลา 17:00 จะมีลูกค้าประมาณ 89% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอาทิตย์
ci_244,โดยปกติแล้วเวลา 18:00 จะมีลูกค้าประมาณ 76% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอาทิตย์
ci_244,โดยปกติแล้วเวลา 19:00 จะมีลูกค้าประมาณ 59% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอาทิตย์
ci_244,โดยปกติแล้วเวลา 20:00 จะมีลูกค้าประมาณ 39% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอาทิตย์
ci_244,โดยปกติแล้วเวลา 21:00 จะมีลูกค้าประมาณ 22% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอาทิตย์
ci_244,โดยปกติแล้วเวลา 22:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอาทิตย์
ci_244,โดยปกติแล้วเวลา 23:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอาทิตย์
ci_244,โดยปกติแล้วเวลา 06:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันจันทร์
ci_244,โดยปกติแล้วเวลา 07:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันจันทร์
ci_244,โดยปกติแล้วเวลา 08:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันจันทร์
ci_244,โดยปกติแล้วเวลา 09:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันจันทร์
ci_244,โดยปกติแล้วเวลา 10:00 จะมีลูกค้าประมาณ 14% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันจันทร์
ci_244,โดยปกติแล้วเวลา 11:00 จะมีลูกค้าประมาณ 25% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันจันทร์
ci_244,โดยปกติแล้วเวลา 12:00 จะมีลูกค้าประมาณ 35% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันจันทร์
ci_244,โดยปกติแล้วเวลา 13:00 จะมีลูกค้าประมาณ 43% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันจันทร์
ci_244,โดยปกติแล้วเวลา 14:00 จะมีลูกค้าประมาณ 45% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันจันทร์
ci_244,โดยปกติแล้วเวลา 15:00 จะมีลูกค้าประมาณ 45% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันจันทร์
ci_244,โดยปกติแล้วเวลา 16:00 จะมีลูกค้าประมาณ 45% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันจันทร์
ci_244,โดยปกติแล้วเวลา 17:00 จะมีลูกค้าประมาณ 45% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันจันทร์
ci_244,โดยปกติแล้วเวลา 18:00 จะมีลูกค้าประมาณ 41% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันจันทร์
ci_244,โดยปกติแล้วเวลา 19:00 จะมีลูกค้าประมาณ 35% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันจันทร์
ci_244,โดยปกติแล้วเวลา 20:00 จะมีลูกค้าประมาณ 25% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันจันทร์
ci_244,โดยปกติแล้วเวลา 21:00 จะมีลูกค้าประมาณ 14% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันจันทร์
ci_244,โดยปกติแล้วเวลา 22:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันจันทร์
ci_244,โดยปกติแล้วเวลา 23:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันจันทร์
ci_244,โดยปกติแล้วเวลา 06:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอังคาร
ci_244,โดยปกติแล้วเวลา 07:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอังคาร
ci_244,โดยปกติแล้วเวลา 08:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอังคาร
ci_244,โดยปกติแล้วเวลา 09:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอังคาร
ci_244,โดยปกติแล้วเวลา 10:00 จะมีลูกค้าประมาณ 14% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอังคาร
ci_244,โดยปกติแล้วเวลา 11:00 จะมีลูกค้าประมาณ 26% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอังคาร
ci_244,โดยปกติแล้วเวลา 12:00 จะมีลูกค้าประมาณ 37% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอังคาร
ci_244,โดยปกติแล้วเวลา 13:00 จะมีลูกค้าประมาณ 43% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอังคาร
ci_244,โดยปกติแล้วเวลา 14:00 จะมีลูกค้าประมาณ 45% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอังคาร
ci_244,โดยปกติแล้วเวลา 15:00 จะมีลูกค้าประมาณ 47% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอังคาร
ci_244,โดยปกติแล้วเวลา 16:00 จะมีลูกค้าประมาณ 49% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอังคาร
ci_244,โดยปกติแล้วเวลา 17:00 จะมีลูกค้าประมาณ 52% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอังคาร
ci_244,โดยปกติแล้วเวลา 18:00 จะมีลูกค้าประมาณ 51% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอังคาร
ci_244,โดยปกติแล้วเวลา 19:00 จะมีลูกค้าประมาณ 45% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอังคาร
ci_244,โดยปกติแล้วเวลา 20:00 จะมีลูกค้าประมาณ 31% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอังคาร
ci_244,โดยปกติแล้วเวลา 21:00 จะมีลูกค้าประมาณ 19% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอังคาร
ci_244,โดยปกติแล้วเวลา 22:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอังคาร
ci_244,โดยปกติแล้วเวลา 23:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอังคาร
ci_244,โดยปกติแล้วเวลา 06:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันพุธ
ci_244,โดยปกติแล้วเวลา 07:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันพุธ
ci_244,โดยปกติแล้วเวลา 08:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันพุธ
ci_244,โดยปกติแล้วเวลา 09:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันพุธ
ci_244,โดยปกติแล้วเวลา 10:00 จะมีลูกค้าประมาณ 16% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันพุธ
ci_244,โดยปกติแล้วเวลา 11:00 จะมีลูกค้าประมาณ 29% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันพุธ
ci_244,โดยปกติแล้วเวลา 12:00 จะมีลูกค้าประมาณ 39% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันพุธ
ci_244,โดยปกติแล้วเวลา 13:00 จะมีลูกค้าประมาณ 45% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันพุธ
ci_244,โดยปกติแล้วเวลา 14:00 จะมีลูกค้าประมาณ 47% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันพุธ
ci_244,โดยปกติแล้วเวลา 15:00 จะมีลูกค้าประมาณ 48% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันพุธ
ci_244,โดยปกติแล้วเวลา 16:00 จะมีลูกค้าประมาณ 49% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันพุธ
ci_244,โดยปกติแล้วเวลา 17:00 จะมีลูกค้าประมาณ 49% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันพุธ
ci_244,โดยปกติแล้วเวลา 18:00 จะมีลูกค้าประมาณ 46% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันพุธ
ci_244,โดยปกติแล้วเวลา 19:00 จะมีลูกค้าประมาณ 37% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันพุธ
ci_244,โดยปกติแล้วเวลา 20:00 จะมีลูกค้าประมาณ 26% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันพุธ
ci_244,โดยปกติแล้วเวลา 21:00 จะมีลูกค้าประมาณ 15% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันพุธ
ci_244,โดยปกติแล้วเวลา 22:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันพุธ
ci_244,โดยปกติแล้วเวลา 23:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันพุธ
ci_244,โดยปกติแล้วเวลา 06:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันพฤหัสบดี
ci_244,โดยปกติแล้วเวลา 07:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันพฤหัสบดี
ci_244,โดยปกติแล้วเวลา 08:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันพฤหัสบดี
ci_244,โดยปกติแล้วเวลา 09:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันพฤหัสบดี
ci_244,โดยปกติแล้วเวลา 10:00 จะมีลูกค้าประมาณ 15% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันพฤหัสบดี
ci_244,โดยปกติแล้วเวลา 11:00 จะมีลูกค้าประมาณ 27% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันพฤหัสบดี
ci_244,โดยปกติแล้วเวลา 12:00 จะมีลูกค้าประมาณ 36% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันพฤหัสบดี
ci_244,โดยปกติแล้วเวลา 13:00 จะมีลูกค้าประมาณ 42% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันพฤหัสบดี
ci_244,โดยปกติแล้วเวลา 14:00 จะมีลูกค้าประมาณ 44% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันพฤหัสบดี
ci_244,โดยปกติแล้วเวลา 15:00 จะมีลูกค้าประมาณ 45% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันพฤหัสบดี
ci_244,โดยปกติแล้วเวลา 16:00 จะมีลูกค้าประมาณ 45% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันพฤหัสบดี
ci_244,โดยปกติแล้วเวลา 17:00 จะมีลูกค้าประมาณ 45% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันพฤหัสบดี
ci_244,โดยปกติแล้วเวลา 18:00 จะมีลูกค้าประมาณ 44% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันพฤหัสบดี
ci_244,โดยปกติแล้วเวลา 19:00 จะมีลูกค้าประมาณ 39% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันพฤหัสบดี
ci_244,โดยปกติแล้วเวลา 20:00 จะมีลูกค้าประมาณ 27% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันพฤหัสบดี
ci_244,โดยปกติแล้วเวลา 21:00 จะมีลูกค้าประมาณ 16% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันพฤหัสบดี
ci_244,โดยปกติแล้วเวลา 22:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันพฤหัสบดี
ci_244,โดยปกติแล้วเวลา 23:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันพฤหัสบดี
ci_244,โดยปกติแล้วเวลา 06:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันศุกร์
ci_244,โดยปกติแล้วเวลา 07:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันศุกร์
ci_244,โดยปกติแล้วเวลา 08:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันศุกร์
ci_244,โดยปกติแล้วเวลา 09:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันศุกร์
ci_244,โดยปกติแล้วเวลา 10:00 จะมีลูกค้าประมาณ 17% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันศุกร์
ci_244,โดยปกติแล้วเวลา 11:00 จะมีลูกค้าประมาณ 27% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันศุกร์
ci_244,โดยปกติแล้วเวลา 12:00 จะมีลูกค้าประมาณ 39% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันศุกร์
