name,lat,long,url,rating,comment,sal1,sal2,id_open_close_main,id_customer_main,id_option_main,id_review_main
Bunny Shake Cafe รังสิต The Forrest พหลโยธิน,14.0426551,100.614931,"https://www.google.com/maps/place/Bunny+Shake+Cafe+%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95+The+Forrest+%E0%B8%9E%E0%B8%AB%E0%B8%A5%E0%B9%82%E0%B8%A2%E0%B8%98%E0%B8%B4%E0%B8%99/@14.0120716,100.6313146,13z/data=!4m11!1m3!2m2!1z4Lij4Lix4LiH4Liq4Li04LiVIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e2814feccfeac9:0xac2c7cd7f1f6238e!8m2!3d14.0426551!4d100.614931!15sCiLguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIWiQiIuC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSARpqYXBhbmVzZV9zd2VldHNfcmVzdGF1cmFudOABAA!16s%2Fg%2F11v5f13tcj?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.7,(41),,,oc_145,ci_145,option_145,review_145
คิดถึงเสมอ,13.976907,100.626465,"https://www.google.com/maps/place/%E0%B8%84%E0%B8%B4%E0%B8%94%E0%B8%96%E0%B8%B6%E0%B8%87%E0%B9%80%E0%B8%AA%E0%B8%A1%E0%B8%AD/@14.0120716,100.6313146,13z/data=!4m11!1m3!2m2!1z4Lij4Lix4LiH4Liq4Li04LiVIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x311d7e193ea621b5:0x4b5eb2dce18df3a2!8m2!3d13.976907!4d100.626465!15sCiLguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIWiQiIuC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSARFmYW1pbHlfcmVzdGF1cmFudOABAA!16s%2Fg%2F11bzrflx2l?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.5,(44),,,oc_146,ci_146,option_146,review_146
PIS. TA car/fe/in,13.9805047,100.6325112,"https://www.google.com/maps/place/PIS.+TA+car%2Ffe%2Fin/@14.0120716,100.6313146,13z/data=!4m11!1m3!2m2!1z4Lij4Lix4LiH4Liq4Li04LiVIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x311d7e17c0a98b89:0x86c68a94dc37829c!8m2!3d13.9805047!4d100.6325112!15sCiLguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIWiQiIuC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQRjYWZl4AEA!16s%2Fg%2F11cr_x3fcr?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.1,(32),,,oc_147,ci_147,option_147,review_147
ฐานทัพลับ Co-Working&Café,13.9679533,100.6105209,"https://www.google.com/maps/place/%E0%B8%90%E0%B8%B2%E0%B8%99%E0%B8%97%E0%B8%B1%E0%B8%9E%E0%B8%A5%E0%B8%B1%E0%B8%9A+Co-Working%26Caf%C3%A9/@14.0120716,100.6313146,13z/data=!4m11!1m3!2m2!1z4Lij4Lix4LiH4Liq4Li04LiVIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e281f87bcef399:0x611450523605362f!8m2!3d13.9679533!4d100.6105209!15sCiLguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIWiQiIuC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQ9jb3dvcmtpbmdfc3BhY2WaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTTFkR1pMUVVoM0VBReABAPoBBAgAECQ!16s%2Fg%2F11rfljbgny?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.9,(40),,,oc_148,ci_148,option_148,review_148
Glur Coffee & Coffee Roaster,13.9666807,100.6335154,"https://www.google.com/maps/place/Glur+Coffee+%26+Coffee+Roaster/@14.0120716,100.6313146,13z/data=!4m11!1m3!2m2!1z4Lij4Lix4LiH4Liq4Li04LiVIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x311d7e0f1c5ebb8b:0xd4b696b63905bbd5!8m2!3d13.9666807!4d100.6335154!15sCiLguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIWiQiIuC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQRjYWZl4AEA!16s%2Fg%2F11c607cn6c?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.6,(104),฿1-100 ต่อคน,รายงานโดยผู้ใช้ 31 ราย,oc_149,ci_149,option_149,review_149
Café Amazon สาขา ตลาดรังสิต (SD3351),13.9870632,100.6127252,"https://www.google.com/maps/place/Caf%C3%A9+Amazon+%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2+%E0%B8%95%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95+(SD3351)/@14.0120716,100.6313146,13z/data=!4m11!1m3!2m2!1z4Lij4Lix4LiH4Liq4Li04LiVIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e281fe53c3cb4f:0xfd7c1a317b099a7b!8m2!3d13.9870632!4d100.6127252!15sCiLguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIWiQiIuC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQRjYWZl4AEA!16s%2Fg%2F11j97p5b_s?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.3,(33),฿1-100 ต่อคน,รายงานโดยผู้ใช้ 7 ราย,oc_150,ci_150,option_150,review_150
DRUNKER BUNKER street coffee,13.9878308,100.6352959,"https://www.google.com/maps/place/DRUNKER+BUNKER+street+coffee/@14.0120716,100.6313146,13z/data=!4m11!1m3!2m2!1z4Lij4Lix4LiH4Liq4Li04LiVIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x311d7f97c99f3dd5:0xec36405888a33d4a!8m2!3d13.9878308!4d100.6352959!15sCiLguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIWiQiIuC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQtjb2ZmZWVfc2hvcOABAA!16s%2Fg%2F11pdg07sq8?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.8,(9),฿1-100 ต่อคน,รายงานโดยผู้ใช้ 3 ราย,oc_151,ci_151,option_151,review_151
Café Amazon สาขา เมเจอร์ ซีนีเพล็กซ์ รังสิต (SD1405),13.9869506,100.6162701,"https://www.google.com/maps/place/Caf%C3%A9+Amazon+%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2+%E0%B9%80%E0%B8%A1%E0%B9%80%E0%B8%88%E0%B8%AD%E0%B8%A3%E0%B9%8C+%E0%B8%8B%E0%B8%B5%E0%B8%99%E0%B8%B5%E0%B9%80%E0%B8%9E%E0%B8%A5%E0%B9%87%E0%B8%81%E0%B8%8B%E0%B9%8C+%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95+(SD1405)/@14.0120716,100.6313146,13z/data=!4m11!1m3!2m2!1z4Lij4Lix4LiH4Liq4Li04LiVIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e281dedd77929f:0x94a24fb928b28f7!8m2!3d13.9869506!4d100.6162701!15sCiLguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIWiQiIuC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQRjYWZl4AEA!16s%2Fg%2F11bwg3cjtv?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.6,(11),,,oc_152,ci_152,option_152,review_152
Twenty Nine Cafe & 29 Car Wash บริการ ล้างรถรังสิต ล้างรถปทุมธานี,13.9535226,100.6524966,"https://www.google.com/maps/place/Twenty+Nine+Cafe+%26+29+Car+Wash+%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3+%E0%B8%A5%E0%B9%89%E0%B8%B2%E0%B8%87%E0%B8%A3%E0%B8%96%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95+%E0%B8%A5%E0%B9%89%E0%B8%B2%E0%B8%87%E0%B8%A3%E0%B8%96%E0%B8%9B%E0%B8%97%E0%B8%B8%E0%B8%A1%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5/@14.0120716,100.6313146,13z/data=!4m11!1m3!2m2!1z4Lij4Lix4LiH4Liq4Li04LiVIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x311d7d3ea3d63a21:0xba7eb255c62246a1!8m2!3d13.9535226!4d100.6524966!15sCiLguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIWiQiIuC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQRjYWZl4AEA!16s%2Fg%2F11lgt5xlgc?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.9,(71),฿100-200 ต่อคน,รายงานโดยผู้ใช้ 19 ราย,oc_153,ci_153,option_153,review_153
ข้าวคำน้ำคำ,13.993009,100.6642379,"https://www.google.com/maps/place/%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%84%E0%B8%B3%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%84%E0%B8%B3/@14.0120716,100.6313146,13z/data=!4m11!1m3!2m2!1z4Lij4Lix4LiH4Liq4Li04LiVIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x311d7f8868e5f99d:0x36779423904874e0!8m2!3d13.993009!4d100.6642379!15sCiLguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmIWiQiIuC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQRjYWZl4AEA!16s%2Fg%2F11j1fh7jm9?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.5,(97),฿100-200 ต่อคน,รายงานโดยผู้ใช้ 14 ราย,oc_154,ci_154,option_154,review_154
