name,lat,long,url,rating,comment,sal1,sal2,id_open_close_main,id_customer_main,id_option_main,id_review_main
Long Dog Coffee and Bakery,13.9626149,100.5892793,"https://www.google.com/maps/place/Long+Dog+Coffee+and+Bakery/@13.9645952,100.590215,18z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4nw!6e5!3m6!1s0x30e28150f64bca1d:0x364aef4150541c!8m2!3d13.9626149!4d100.5892793!15sCh_guKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4LifWiIiIOC4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4LifkgELY29mZmVlX3Nob3DgAQA!16s%2Fg%2F11j50q7hk9?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",4.5,-35,฿1-100 ต่อคน,รายงานโดยผู้ใช้ 9 ราย,oc_13,ci_13,option_13,review_13
1996 Coffee ม.รังสิต,13.963177,100.5878745,"https://www.google.com/maps/place/1996+Coffee+%E0%B8%A1.%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95/@13.9645952,100.590215,18z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4nw!6e5!3m6!1s0x30e2815e53cdd2fb:0x3bf7faefaabfb03!8m2!3d13.963177!4d100.5878745!15sCh_guKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4LifWiIiIOC4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4LifkgELY29mZmVlX3Nob3DgAQA!16s%2Fg%2F11qnjhq50_?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",1,-1,,,,ci_14,option_14,review_14
อู่หลง Coffee,13.9636643,100.5898359,"https://www.google.com/maps/place/%E0%B8%AD%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%A5%E0%B8%87+Coffee/@13.9645952,100.590215,18z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4nw!6e5!3m6!1s0x30e28119a781b789:0x3c7c411726350bf7!8m2!3d13.9636643!4d100.5898359!15sCh_guKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4LifWiIiIOC4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4LifkgEEY2FmZeABAA!16s%2Fg%2F11fnr9rsph?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",5,-2,,,oc_15,ci_15,option_15,review_15
Mister Latte,13.9620017,100.5832604,"https://www.google.com/maps/place/Mister+Latte/@13.9645952,100.590215,18z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4nw!6e5!3m6!1s0x30e281ba54870c37:0x2225707bb6a18163!8m2!3d13.9620017!4d100.5832604!15sCh_guKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4LifWiIiIOC4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4LifkgELY29mZmVlX3Nob3DgAQA!16s%2Fg%2F11px50zlv9?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",4.8,-11,,,oc_16,ci_16,option_16,review_16
กูโรตีชาชักคาเฟ่ เมืองเอก,13.963539,100.5893216,"https://www.google.com/maps/place/%E0%B8%81%E0%B8%B9%E0%B9%82%E0%B8%A3%E0%B8%95%E0%B8%B5%E0%B8%8A%E0%B8%B2%E0%B8%8A%E0%B8%B1%E0%B8%81%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88+%E0%B9%80%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%AD%E0%B8%81/@13.9645952,100.590215,18z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4nw!6e5!3m6!1s0x30e29f7c1d0a91cf:0x9f25cfc60b15286f!8m2!3d13.963539!4d100.5893216!15sCh_guKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4LifWiIiIOC4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4LifkgEEY2FmZeABAA!16s%2Fg%2F11rn4l7r9k?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",4,-25,฿100-200 ต่อคน,รายงานโดยผู้ใช้ 9 ราย,,ci_17,option_17,review_17
Happyhub Cafe,13.9629393,100.5867197,"https://www.google.com/maps/place/Happyhub+Cafe/@13.9645952,100.590215,18z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4nw!6e5!3m6!1s0x30e281a9663b9613:0x16a1f3d250e401ba!8m2!3d13.9629393!4d100.5867197!15sCh_guKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4LifWiIiIOC4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4LifkgELY29mZmVlX3Nob3DgAQA!16s%2Fg%2F11ty26v3sr?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",4.5,-2,,,oc_18,ci_18,option_18,review_18
Starbucks,13.9645034,100.5863108,"https://www.google.com/maps/place/Starbucks/@13.9645952,100.590215,18z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4nw!6e5!3m6!1s0x311d7d8bea61325d:0xe99aa9fe24ace360!8m2!3d13.9645034!4d100.5863108!15sCh_guKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4LifWiIiIOC4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4LifkgELY29mZmVlX3Nob3DgAQA!16s%2Fg%2F11c1dq88vq?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",4.5,-121,฿100-200 ต่อคน,รายงานโดยผู้ใช้ 6 ราย,oc_19,ci_19,option_19,review_19
Café Amazon สาขา มหาวิทยาลัยรังสิต,13.9644076,100.5867483,"https://www.google.com/maps/place/Caf%C3%A9+Amazon+%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2+%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%A7%E0%B8%B4%E0%B8%97%E0%B8%A2%E0%B8%B2%E0%B8%A5%E0%B8%B1%E0%B8%A2%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95/@13.9645952,100.590215,18z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4nw!6e5!3m6!1s0x30e281f49fec51e7:0x3135e8cfb9179f5e!8m2!3d13.9644076!4d100.5867483!15sCh_guKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4LifWiIiIOC4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4LifkgEEY2FmZeABAA!16s%2Fg%2F11bx42gv5g?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",4.2,-66,฿1-200 ต่อคน,รายงานโดยผู้ใช้ 8 ราย,oc_20,ci_20,option_20,review_20
CoffeeFlavor,13.9607037,100.5883339,"https://www.google.com/maps/place/CoffeeFlavor/@13.9645952,100.590215,18z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4nw!6e5!3m6!1s0x30e281c60701cc75:0xfc5f943b7468f04d!8m2!3d13.9607037!4d100.5883339!15sCh_guKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4LifWiIiIOC4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4LifkgEEY2FmZeABAA!16s%2Fg%2F11g4dxyf8c?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",5,-1,,,oc_21,ci_21,option_21,review_21
It's me cafe,13.9637788,100.5857536,"https://www.google.com/maps/place/It's+me+cafe/@13.9645952,100.590215,18z/data=!4m11!1m3!2m2!1z4Lir4Lil4Lix4LiB4Lir4LiBIOC4hOC4suC5gOC4nw!6e5!3m6!1s0x30e281fc127fe0ad:0xf13cf9bc4d23ddf5!8m2!3d13.9637788!4d100.5857536!15sCh_guKvguKXguLHguIHguKvguIEg4LiE4Liy4LmA4LifWiIiIOC4q-C4peC4seC4gSDguKvguIEg4LiE4Liy4LmA4LifkgEIYXJ0X2NhZmXgAQA!16s%2Fg%2F11pf5szrvg?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",5,-5,,,oc_22,ci_22,option_22,review_22
