id_review_main,review_rating,review_text
review_313,2,"ปกติทานชาเขียวนมสดปั่นของอเมซอนบ่อยมาก ไปจังหวัดไหนๆก็เมนูนี้ แต่มาสาขานี้ สั่งชาเขียวนมสดปั่น บอกพนง.ว่า ขอปั่นละเอียดหน่อย(คือบางสาขาปั่นไม่ละเอียด เวลาทานจะมีน้ำแข็งเปนเกล็ดๆ)  แต่พอตอนรับของก้อแอบอึ้งไปสักพัก เลยถามพนง.ว่า ""ขอโทษนะคะ มันไม่เต็มแก้วรึป่าวคะ"" พนักงานตอบมา อึ้งหนักกว่าเดิม ""อ่อ..ของลูกค้าสั่งแบบปั่นละเอียด น้ำแข็งก้อจะน้อยแบบนี้อหละค่ะ""  เราก้อเดินออกมามึนๆ แต่ก้อมานั่งนึก.. ว่ากินสาขาอื่นๆ สั่งแบบเดียวกันทำไมไม่เห็นเปนแบบนี้เลย  เราขอปั่นละเอียดนะ ไม่ได้ขอน้ำแข็งน้อย ..#ทุกวันนี้ก้อยังข้องใจอยุ่

ปล. ภาพนี้เป็นของ #คาเฟ่อเมซอนเทสโก้โลตัสรังสิต นะคะ ลง location คลาดเคลื่อนไป ขออภัยด้วยค่ะ"
review_313,1,รอคิวช้าแล้วยังโดนข้ามคิวอีก พอขอคืนเงินพนักงานก็ทำหน้างงๆใส่อีก สรุปเสีย70บาทฟรีๆ เฟลมากค่ะ
review_313,3,น่าอร่อยๆๆๆๆๆ. มาก
review_313,5,ร้านกาแฟ ในเซียร์
review_313,5,ชอบมากกกกกกก
review_313,5,positive
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
