id_review_main,review_rating,review_text
review_300,1,พนง.หน้าตาไม่ยิ้มแย้ม ไม่ถามรหัสสมาชิกเลย ภาพรวมค่อนข้างแย่ค่ะ ไม่ประทับใจเลยค่ะ
review_300,1,พนักงานทำช้ามากๆภาพรวมแย่มากๆ
review_300,5,อร่อยมากกกก รสชาติดี ลองเกือบหมดแล้ว💘💘 …
review_301,5,ยินดีให้บริการ เราจะเสิร์ฟทั้งของหวานและความอร่อยค่ะ🌮🌯 …
review_301,5,พ่อค้าน้ารักเป็นกันเองทำอาหารอร่อย แถมเก่งด้วย
review_304,5,"ร้านเครื่องดื่มที่ดี.

มีชาให้เลือกมากมายและชาผสมกับกาแฟ ไม่มีร้านกาแฟหรือกาแฟเป็นหลัก มีชาให้เลือกผสมกาแฟให้คุณได้ด้วย

ฉันสั่งชานมไทยกับครีมชีส🧀  ว้าว. รสชาติน่าทึ่งมาก จริงๆ แล้วผ้าห่มครีมชีสก็น่าสนใจสำหรับฉัน

เมื่อเทียบกับราคาที่จ่ายไป มันถูกจับคู่"
review_304,5,positive
review_305,5,แอปเปิ้ลโซดา ใส่มุกป๊อปสตอเบอรี่ ครั้งต่อไปจะลองอุดหนุนเมนูนี้อีกครั้งค่ะ ขอบคุณที่เอาใจใส่ค่ะ
review_306,5,"ร้าน ป้าจอย ใจดี 🤍☺️
มาตามคำที่พี่บอกเลยค่ะรสชาติอาหารดีมากโดยเฉพาะเมนูคลุกฝุ่นอร่อยเลยแล้วก็เมนูที่เพิ่มเติมขึ้นมาอร่อยอร่อยอร่อยนะ  เราทานผัดฉ่าทะเลไข่ดาวเลิศเลิศเลิศเลิศเลิศเลิศเลิศเลิศเลิศเลิศชุ่มฉ่ำอร่อยดี

แล้วก็ที่สำคัญคุณลุงคุณป้าบริการดีมากๆน่ารักสุดสุดเป็นกันเองค่ะ

ร้านนี้ได้มาต้องซ้ำต่อ
ราคาก็ย่อมเยาว์เหมาะกับทุกๆท่าน ไม่ว่าจะศึกษาหรือบุคคลทำงาน

พื้นที่ในการจอดรถมีทางด้านหน้าและด้านในค่ะ

🌻⭐️⭐️⭐️⭐️⭐️"
review_306,5,รสชาติอาหารอร่อยทุกอย่าง ทำอาหารรวดเร็วว่องไว ราคาจับต้องได้ เมนูอาหารส่วนใหญ่ราคาเบาๆ แล้วรสชาติดี ถ้ามีโอกาสผ่านมาจะแวะมาทานอีกค่ะ
review_306,3,ร้านป้าจอยตามสั่ง ย่านเมืองเอก ถึงก่อนแยกวุ่นวาย ร้านบ้านๆ แต่น่าจะถูกใจนักศึกษา ม.รังสิต เพราะให้เยอะ ราคาดี 50 บาท จานเดียวน่าจะอิ่มเลย เมนูแนะนำ คือข้าวราดทะเลคลุกฝุ่น กับกะเพราขาหมู อร่อยดีนะ
review_306,5,ทะเลคลุกฝุ่น  รสชาติดีมาก กุ้ง ปลาหมึก กับ กระเพรา ทำจนกรอบเรียบร้อยแล้ว ค่อยเอามาผัด  อร่อยแบบไม่เหมือนใคร😋 ราคา50-70 บาท
review_306,5,อาหารอร่อยมากครับ แนะนำคลุกฝุ่นครับ มันคือผัดดะเพราที่นำทุกอย่างไปทอดกรอบ
review_306,5,พอใช้ได้
review_306,4,"เมนู ""คลุกฝุ่น"" อร่อยมาก"
review_306,5,อร่อยมากค่ะ
review_306,5,positive
review_306,5,positive
review_306,4,positive
review_306,5,positive
review_307,5,กาแฟและเค้กอร่อยมาก บรรยากาศดี แนะนำครับร้านนี้
review_307,5,วันนี้มีโอกาสเข้ามาที่ม.รังสิต เจอร้านนี้เลยแวะมาทาน คาปูเย็น สั่งหวานปกติ แต่ส่วนตัวยังรู้สึกว่าความหวานมัน ยังน้อยไปหน่อย แต่ก็ยังอยู่ในเกณฑ์ดี พนักงานพูดจาและบริการดี แม้คนจะเยอะและวุ่นวายมากก็ตาม
review_307,5,กาแฟรสชาติดีมากค่ะ  อร่อยกลมกล่อม
review_307,4,"กาแฟหอม
อยู่ชั้นล่างอาคารเรียน
ใกล้หอพัก"
review_307,5,ร้านน่านั่ง บรรยากาศดี พนักงานขายน่ารัก บริการดี
review_307,5,"ห่างจากบริเวณโรงอาหาร ม.รังสิต เพียงเล็กน้อยจึงทำให้มีนักศึกษาน้อยทำให้รู้สึกผ่อนคลายมากขึ้น

แม้ว่าคาเฟ่จะดูเล็กเมื่อมองแวบแรก แต่ก็มีที่นั่งมากกว่า 16 คนและสามารถรองรับลูกค้าจำนวนมากได้อย่างน่าประหลาดใจ

ขอแนะนำสำหรับมาตรการความสะอาดและการระบายอากาศ แม้ว่าจะเกิดภัยพิบัติโคโรนาก็ตาม"
review_307,4,ทำเลดี
review_307,4,positive
review_309,5,อาหารคลีน ที่ตลาดสัมมากรเมืองเอก สดใหม่ทุกวัน
review_309,3,positive
review_310,1,"นี่เป็นประสบการณ์ที่แย่มาก!

เว็บไซต์สั่งอาหารผ่าน QR Code มีปัญหา ไม่รู้ว่าใครเป็นคนสั่ง …"
review_310,2,ให้อาหารไม่ค่อยใจเท่าไหร่ สั่งลาบไก่ก็ใส่เครื่องในมาแซม สั่งซุบเนื้อก็ใส่เอ็นมาอย่างเยอะเนื้อติ๊ดนึง สั่งต้มยำไก่ก็มีแต่เศษไก่ แนะนำให้ใจกับลูกค้าหน่อยครับ ไม่อยากซํ้าถ้าไม่มีทางเลือกจริงๆ
review_310,4,อาหารอร่อย บรรยากาศร้านโปร่ง โล่ง นั่งสบาย😌 …
review_311,5,ดีมากๆๆๆ พนังงานน่ารักบริการดีค่ะ ร้านเปิดดึก เหมาะกับเด็กหอแบบหนูสุดๆๆๆ
review_311,5,อร่อยมากๆครับ
review_311,5,มันอร่อยมาก
